rva	klass	shape	arg_type	subsystem	size	reason
004b9890	STATE	-	-	third-party-library[lua-5.0]	177	STATE: reads live global / derefs arg → needs booted game
004b9950	STATE	-	-	third-party-library[lua-5.0]	180	STATE: reads live global / derefs arg → needs booted game
004b9a10	MANUAL	-	-	third-party-library[lua-5.0]	56	MANUAL: unrecognized leaf shape
004b9a50	STATE	-	-	third-party-library[lua-5.0]	70	STATE: reads live global / derefs arg → needs booted game
004b9aa0	MANUAL	-	-	input	34	MANUAL: unrecognized leaf shape
004b9ad0	STATE	-	-	third-party-library[lua-5.0]	33	STATE: reads live global / derefs arg → needs booted game
004b9b00	MANUAL	-	-	third-party-library[lua-5.0]	18	no-clean-ret (multi-exit/tail)
004b9b60	STATE	-	-	third-party-library[lua-5.0]	67	STATE: reads live global / derefs arg → needs booted game
004b9bb0	STATE	-	-	third-party-library[lua-5.0]	53	STATE: reads live global / derefs arg → needs booted game
004b9bf0	STATE	-	-	third-party-library[lua-5.0]	151	STATE: reads live global / derefs arg → needs booted game
004b9c90	STATE	-	-	third-party-library[lua-5.0]	112	STATE: reads live global / derefs arg → needs booted game
004b9d00	STATE	-	-	third-party-library[lua-5.0]	185	STATE: reads live global / derefs arg → needs booted game
004b9dc0	STATE	-	-	third-party-library[lua-5.0]	85	STATE: reads live global / derefs arg → needs booted game
004b9e20	STATE	-	-	third-party-library[lua-5.0]	140	STATE: reads live global / derefs arg → needs booted game
004b9eb0	STATE	-	-	third-party-library[lua-5.0]	60	STATE: reads live global / derefs arg → needs booted game
004b9ef0	STATE	-	-	third-party-library[lua-5.0]	231	STATE: reads live global / derefs arg → needs booted game
004b9fe0	STATE	-	-	third-party-library[lua-5.0]	164	STATE: reads live global / derefs arg → needs booted game
004ba090	STATE	-	-	third-party-library[lua-5.0]	31	STATE: reads live global / derefs arg → needs booted game
004ba0b0	MANUAL	-	-	third-party-library[lua-5.0]	43	MANUAL: unrecognized leaf shape
004ba0e0	STATE	-	-	third-party-library[lua-5.0]	63	STATE: reads live global / derefs arg → needs booted game
004ba120	MANUAL	-	-	third-party-library[lua-5.0]	31	MANUAL: unrecognized leaf shape
004ba140	MANUAL	-	-	third-party-library[lua-5.0]	97	MANUAL: unrecognized leaf shape
004ba1b0	MANUAL	-	-	input	91	MANUAL: unrecognized leaf shape
004ba210	MANUAL	-	-	input	54	MANUAL: unrecognized leaf shape
004ba250	STATE	-	-	third-party-library[lua-5.0]	58	STATE: reads live global / derefs arg → needs booted game
004ba290	STATE	-	-	third-party-library[lua-5.0]	53	STATE: reads live global / derefs arg → needs booted game
004ba2d0	STATE	-	-	third-party-library[lua-5.0]	53	STATE: reads live global / derefs arg → needs booted game
004ba310	STATE	-	-	third-party-library[lua-5.0]	129	STATE: reads live global / derefs arg → needs booted game
004ba3a0	MANUAL	-	-	third-party-library[lua-5.0]	54	MANUAL: unrecognized leaf shape
004ba3e0	MANUAL	-	-	third-party-library[lua-5.0]	140	no-clean-ret (multi-exit/tail)
004ba470	STATE	-	-	third-party-library[lua-5.0]	118	STATE: reads live global / derefs arg → needs booted game
004ba4f0	STATE	-	-	third-party-library[lua-5.0]	125	STATE: reads live global / derefs arg → needs booted game
004ba570	STATE	-	-	third-party-library[lua-5.0]	87	STATE: reads live global / derefs arg → needs booted game
004ba5d0	STATE	-	-	third-party-library[lua-5.0]	232	STATE: reads live global / derefs arg → needs booted game
004ba6c0	MANUAL	-	-	third-party-library[lua-5.0]	43	MANUAL: unrecognized leaf shape
004ba6f0	STATE	-	-	third-party-library[lua-5.0]	58	STATE: reads live global / derefs arg → needs booted game
004ba730	MANUAL	-	-	third-party-library[lua-5.0]	69	MANUAL: unrecognized leaf shape
004ba780	STATE	-	-	third-party-library[lua-5.0]	43	STATE: reads live global / derefs arg → needs booted game
004ba7b0	STATE	-	-	third-party-library[lua-5.0]	143	STATE: reads live global / derefs arg → needs booted game
004ba840	MANUAL	-	-	third-party-library[lua-5.0]	18	no-clean-ret (multi-exit/tail)
004ba8c0	MANUAL	-	-	third-party-library[lua-5.0]	61	MANUAL: unrecognized leaf shape
004ba900	MANUAL	-	-	third-party-library[lua-5.0]	18	no-clean-ret (multi-exit/tail)
004ba960	STATE	-	-	third-party-library[lua-5.0]	54	STATE: reads live global / derefs arg → needs booted game
004ba9a0	STATE	-	-	third-party-library[lua-5.0]	54	STATE: reads live global / derefs arg → needs booted game
004ba9e0	STATE	-	-	third-party-library[lua-5.0]	62	STATE: reads live global / derefs arg → needs booted game
004baa20	STATE	-	-	third-party-library[lua-5.0]	68	STATE: reads live global / derefs arg → needs booted game
004baa70	STATE	-	-	third-party-library[lua-5.0]	85	STATE: reads live global / derefs arg → needs booted game
004baad0	STATE	-	-	third-party-library[lua-5.0]	44	STATE: reads live global / derefs arg → needs booted game
004bab00	STATE	-	-	third-party-library[lua-5.0]	149	STATE: reads live global / derefs arg → needs booted game
004baba0	MANUAL	-	-	third-party-library[lua-5.0]	32	no-clean-ret (multi-exit/tail)
004bb130	MANUAL	-	-	third-party-library[lua-5.0]	47	MANUAL: unrecognized leaf shape
004bb160	STATE	-	-	third-party-library[lua-5.0]	76	STATE: reads live global / derefs arg → needs booted game
004bb1b0	STATE	-	-	third-party-library[lua-5.0]	174	STATE: reads live global / derefs arg → needs booted game
004bb260	STATE	-	-	third-party-library[lua-5.0]	703	STATE: reads live global / derefs arg → needs booted game
004bb520	MANUAL	-	-	third-party-library[lua-5.0]	154	no-clean-ret (multi-exit/tail)
004bb7a0	MANUAL	-	-	third-party-library[lua-5.0]	233	no-clean-ret (multi-exit/tail)
004bbb00	STATE	-	-	third-party-library[lua-5.0]	39	STATE: reads live global / derefs arg → needs booted game
004bbb30	STATE	-	-	third-party-library[lua-5.0]	62	STATE: reads live global / derefs arg → needs booted game
004bbb70	STATE	-	-	third-party-library[lua-5.0]	137	STATE: reads live global / derefs arg → needs booted game
004bbc00	STATE	-	-	third-party-library[lua-5.0]	32	STATE: reads live global / derefs arg → needs booted game
004bbc20	STATE	-	-	third-party-library[lua-5.0]	34	STATE: reads live global / derefs arg → needs booted game
004bbc50	MANUAL	-	-	third-party-library[lua-5.0]	87	no-clean-ret (multi-exit/tail)
004bbd90	STATE	-	-	third-party-library[lua-5.0]	55	STATE: reads live global / derefs arg → needs booted game
004bbdd0	STATE	-	-	third-party-library[lua-5.0]	35	STATE: reads live global / derefs arg → needs booted game
004bbe00	STATE	-	-	third-party-library[lua-5.0]	57	STATE: reads live global / derefs arg → needs booted game
004bbe40	STATE	-	-	third-party-library[lua-5.0]	131	STATE: reads live global / derefs arg → needs booted game
004bbed0	STATE	-	-	third-party-library[lua-5.0]	31	STATE: reads live global / derefs arg → needs booted game
004bbef0	STATE	-	-	third-party-library[lua-5.0]	109	STATE: reads live global / derefs arg → needs booted game
004bbf60	STATE	-	-	third-party-library[lua-5.0]	75	STATE: reads live global / derefs arg → needs booted game
004bbfb0	STATE	-	-	third-party-library[lua-5.0]	89	STATE: reads live global / derefs arg → needs booted game
004bc010	STATE	-	-	third-party-library[lua-5.0]	108	STATE: reads live global / derefs arg → needs booted game
004bc080	MANUAL	-	-	third-party-library[lua-5.0]	94	no-clean-ret (multi-exit/tail)
004bc160	MANUAL	-	-	third-party-library[lua-5.0]	81	no-clean-ret (multi-exit/tail)
004bc330	STATE	-	-	third-party-library[lua-5.0]	43	STATE: reads live global / derefs arg → needs booted game
004bc360	STATE	-	-	third-party-library[lua-5.0]	89	STATE: reads live global / derefs arg → needs booted game
004bc3c0	STATE	-	-	third-party-library[lua-5.0]	37	STATE: reads live global / derefs arg → needs booted game
004bc3f0	STATE	-	-	third-party-library[lua-5.0]	77	STATE: reads live global / derefs arg → needs booted game
004bc440	STATE	-	-	third-party-library[lua-5.0]	46	STATE: reads live global / derefs arg → needs booted game
004bc480	MANUAL	-	-	third-party-library[lua-5.0]	118	MANUAL: unrecognized leaf shape
004bc500	STATE	-	-	third-party-library[lua-5.0]	140	STATE: reads live global / derefs arg → needs booted game
004bc590	STATE	-	-	third-party-library[lua-5.0]	78	STATE: reads live global / derefs arg → needs booted game
004bc5e0	MANUAL	-	-	third-party-library[lua-5.0]	27	MANUAL: unrecognized leaf shape
004bc600	STATE	-	-	third-party-library[lua-5.0]	97	STATE: reads live global / derefs arg → needs booted game
004bc670	STATE	-	-	third-party-library[lua-5.0]	211	STATE: reads live global / derefs arg → needs booted game
004bc750	STATE	-	-	third-party-library[lua-5.0]	53	STATE: reads live global / derefs arg → needs booted game
004bc790	MANUAL	-	-	third-party-library[lua-5.0]	48	MANUAL: unrecognized leaf shape
004bc7c0	STATE	-	-	third-party-library[lua-5.0]	33	STATE: reads live global / derefs arg → needs booted game
004bc7f0	MANUAL	-	-	third-party-library[lua-5.0]	29	no-clean-ret (multi-exit/tail)
004bc840	MANUAL	-	-	third-party-library[lua-5.0]	41	no-clean-ret (multi-exit/tail)
004bca50	STATE	-	-	third-party-library[lua-5.0]	153	STATE: reads live global / derefs arg → needs booted game
004bcaf0	STATE	-	-	third-party-library[lua-5.0]	63	STATE: reads live global / derefs arg → needs booted game
004bcb30	MANUAL	-	-	third-party-library[lua-5.0]	53	MANUAL: unrecognized leaf shape
004bcb70	MANUAL	-	-	third-party-library[lua-5.0]	146	MANUAL: unrecognized leaf shape
004bcc10	MANUAL	-	-	third-party-library[lua-5.0]	35	MANUAL: unrecognized leaf shape
004bcc40	STATE	-	-	third-party-library[lua-5.0]	31	STATE: reads live global / derefs arg → needs booted game
004bcc60	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004bcc90	MANUAL	-	-	third-party-library[lua-5.0]	35	MANUAL: unrecognized leaf shape
004bccc0	MANUAL	-	-	third-party-library[lua-5.0]	21	MANUAL: unrecognized leaf shape
004bcce0	MANUAL	-	-	third-party-library[lua-5.0]	178	MANUAL: unrecognized leaf shape
004bcda0	MANUAL	-	-	third-party-library[lua-5.0]	44	no-clean-ret (multi-exit/tail)
004bcfc0	MANUAL	-	-	third-party-library[lua-5.0]	31	MANUAL: unrecognized leaf shape
004bcfe0	STATE	-	-	third-party-library[lua-5.0]	90	STATE: reads live global / derefs arg → needs booted game
004bd040	MANUAL	-	-	third-party-library[lua-5.0]	106	MANUAL: unrecognized leaf shape
004bd0b0	MANUAL	-	-	third-party-library[lua-5.0]	49	MANUAL: unrecognized leaf shape
004bd0f0	MANUAL	-	-	third-party-library[lua-5.0]	78	MANUAL: unrecognized leaf shape
004bd140	STATE	-	-	third-party-library[lua-5.0]	102	STATE: reads live global / derefs arg → needs booted game
004bd1b0	MANUAL	-	-	third-party-library[lua-5.0]	134	MANUAL: unrecognized leaf shape
004bd240	STATE	-	-	third-party-library[lua-5.0]	118	STATE: reads live global / derefs arg → needs booted game
004bd2c0	MANUAL	-	-	third-party-library[lua-5.0]	47	no-clean-ret (multi-exit/tail)
004bd4b0	MANUAL	-	-	third-party-library[lua-5.0]	26	MANUAL: unrecognized leaf shape
004bd4d0	MANUAL	-	-	third-party-library[lua-5.0]	159	MANUAL: unrecognized leaf shape
004bd570	MANUAL	-	-	third-party-library[lua-5.0]	102	MANUAL: unrecognized leaf shape
004bd5e0	STATE	-	-	third-party-library[lua-5.0]	180	STATE: reads live global / derefs arg → needs booted game
004bd6a0	MANUAL	-	-	third-party-library[lua-5.0]	33	no-clean-ret (multi-exit/tail)
004bd800	MANUAL	-	-	third-party-library[lua-5.0]	23	MANUAL: unrecognized leaf shape
004bd820	MANUAL	-	-	third-party-library[lua-5.0]	124	MANUAL: unrecognized leaf shape
004bd8a0	MANUAL	-	-	third-party-library[lua-5.0]	130	MANUAL: unrecognized leaf shape
004bd930	MANUAL	-	-	third-party-library[lua-5.0]	163	MANUAL: unrecognized leaf shape
004bd9e0	MANUAL	-	-	third-party-library[lua-5.0]	40	MANUAL: unrecognized leaf shape
004bda10	MANUAL	-	-	third-party-library[lua-5.0]	26	MANUAL: unrecognized leaf shape
004bda30	MANUAL	-	-	third-party-library[lua-5.0]	29	no-clean-ret (multi-exit/tail)
004bdbd0	MANUAL	-	-	third-party-library[lua-5.0]	109	MANUAL: unrecognized leaf shape
004bdc40	MANUAL	-	-	third-party-library[lua-5.0]	124	MANUAL: unrecognized leaf shape
004bdcc0	MANUAL	-	-	third-party-library[lua-5.0]	133	MANUAL: unrecognized leaf shape
004bdd50	STATE	-	-	third-party-library[lua-5.0]	70	STATE: reads live global / derefs arg → needs booted game
004bdda0	STATE	-	-	third-party-library[lua-5.0]	71	STATE: reads live global / derefs arg → needs booted game
004bddf0	MANUAL	-	-	third-party-library[lua-5.0]	39	MANUAL: unrecognized leaf shape
004bde20	MANUAL	-	-	third-party-library[lua-5.0]	122	MANUAL: unrecognized leaf shape
004bdea0	STATE	-	-	third-party-library[lua-5.0]	53	STATE: reads live global / derefs arg → needs booted game
004bdee0	MANUAL	-	-	third-party-library[lua-5.0]	145	MANUAL: unrecognized leaf shape
004bdf80	MANUAL	-	-	third-party-library[lua-5.0]	233	MANUAL: unrecognized leaf shape
004be070	MANUAL	-	-	third-party-library[lua-5.0]	44	MANUAL: unrecognized leaf shape
004be0a0	MANUAL	-	-	third-party-library[lua-5.0]	97	MANUAL: unrecognized leaf shape
004be110	STATE	-	-	third-party-library[lua-5.0]	94	STATE: reads live global / derefs arg → needs booted game
004be170	MANUAL	-	-	third-party-library[lua-5.0]	56	MANUAL: unrecognized leaf shape
004be1b0	MANUAL	-	-	third-party-library[lua-5.0]	97	MANUAL: unrecognized leaf shape
004be220	MANUAL	-	-	third-party-library[lua-5.0]	102	MANUAL: unrecognized leaf shape
004be290	STATE	-	-	third-party-library[lua-5.0]	193	STATE: reads live global / derefs arg → needs booted game
004be360	STATE	-	-	third-party-library[lua-5.0]	70	STATE: reads live global / derefs arg → needs booted game
004be3b0	MANUAL	-	-	third-party-library[lua-5.0]	93	MANUAL: unrecognized leaf shape
004be410	STATE	-	-	third-party-library[lua-5.0]	152	STATE: reads live global / derefs arg → needs booted game
004be4b0	STATE	-	-	third-party-library[lua-5.0]	144	STATE: reads live global / derefs arg → needs booted game
004be540	MANUAL	-	-	third-party-library[lua-5.0]	130	MANUAL: unrecognized leaf shape
004be5d0	STATE	-	-	third-party-library[lua-5.0]	106	STATE: reads live global / derefs arg → needs booted game
004be640	STATE	-	-	third-party-library[lua-5.0]	124	STATE: reads live global / derefs arg → needs booted game
004be6c0	STATE	-	-	third-party-library[lua-5.0]	14	STATE: reads live global / derefs arg → needs booted game
004be6d0	MANUAL	-	-	third-party-library[lua-5.0]	31	MANUAL: unrecognized leaf shape
004be6f0	MANUAL	-	-	third-party-library[lua-5.0]	130	MANUAL: unrecognized leaf shape
004be780	STATE	-	-	third-party-library[lua-5.0]	65	STATE: reads live global / derefs arg → needs booted game
004be7d0	MANUAL	-	-	third-party-library[lua-5.0]	30	MANUAL: unrecognized leaf shape
004be7f0	MANUAL	-	-	third-party-library[lua-5.0]	35	MANUAL: unrecognized leaf shape
004be820	STATE	-	-	third-party-library[lua-5.0]	89	STATE: reads live global / derefs arg → needs booted game
004be880	MANUAL	-	-	third-party-library[lua-5.0]	44	MANUAL: unrecognized leaf shape
004be8b0	MANUAL	-	-	third-party-library[lua-5.0]	36	MANUAL: unrecognized leaf shape
004be8d4	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004be900	STATE	-	-	third-party-library[lua-5.0]	124	STATE: reads live global / derefs arg → needs booted game
004be980	STATE	-	-	third-party-library[lua-5.0]	125	STATE: reads live global / derefs arg → needs booted game
004bea00	STATE	-	-	third-party-library[lua-5.0]	150	STATE: reads live global / derefs arg → needs booted game
004beaa0	STATE	-	-	third-party-library[lua-5.0]	76	STATE: reads live global / derefs arg → needs booted game
004beaf0	STATE	-	-	third-party-library[lua-5.0]	240	STATE: reads live global / derefs arg → needs booted game
004bebe0	MANUAL	-	-	third-party-library[lua-5.0]	356	MANUAL: unrecognized leaf shape
004bed50	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004bed80	STATE	-	-	third-party-library[lua-5.0]	84	STATE: reads live global / derefs arg → needs booted game
004bede0	MANUAL	-	-	third-party-library[lua-5.0]	62	MANUAL: unrecognized leaf shape
004bee20	STATE	-	-	third-party-library[lua-5.0]	57	STATE: reads live global / derefs arg → needs booted game
004bee60	STATE	-	-	third-party-library[lua-5.0]	89	STATE: reads live global / derefs arg → needs booted game
004beec0	STATE	-	-	third-party-library[lua-5.0]	35	STATE: reads live global / derefs arg → needs booted game
004beef0	STATE	-	-	third-party-library[lua-5.0]	44	STATE: reads live global / derefs arg → needs booted game
004bef20	STATE	-	-	third-party-library[lua-5.0]	123	STATE: reads live global / derefs arg → needs booted game
004befa0	STATE	-	-	third-party-library[lua-5.0]	41	STATE: reads live global / derefs arg → needs booted game
004befd0	STATE	-	-	third-party-library[lua-5.0]	69	STATE: reads live global / derefs arg → needs booted game
004bf020	STATE	-	-	third-party-library[lua-5.0]	23	STATE: reads live global / derefs arg → needs booted game
004bf040	MANUAL	-	-	third-party-library[lua-5.0]	60	MANUAL: unrecognized leaf shape
004bf080	MANUAL	-	-	third-party-library[lua-5.0]	44	MANUAL: unrecognized leaf shape
004bf0b0	STATE	-	-	third-party-library[lua-5.0]	61	STATE: reads live global / derefs arg → needs booted game
004bf0f0	STATE	-	-	third-party-library[lua-5.0]	24	STATE: reads live global / derefs arg → needs booted game
004bf110	MANUAL	-	-	third-party-library[lua-5.0]	102	MANUAL: unrecognized leaf shape
004bf180	STATE	-	-	third-party-library[lua-5.0]	121	STATE: reads live global / derefs arg → needs booted game
004bf200	MANUAL	-	-	third-party-library[lua-5.0]	44	MANUAL: unrecognized leaf shape
004bf230	MANUAL	-	-	third-party-library[lua-5.0]	44	MANUAL: unrecognized leaf shape
004bf260	STATE	-	-	third-party-library[lua-5.0]	27	STATE: reads live global / derefs arg → needs booted game
004bf280	STATE	-	-	third-party-library[lua-5.0]	65	STATE: reads live global / derefs arg → needs booted game
004bf2d0	STATE	-	-	third-party-library[lua-5.0]	72	STATE: reads live global / derefs arg → needs booted game
004bf320	MANUAL	-	-	third-party-library[lua-5.0]	37	no-clean-ret (multi-exit/tail)
004bf360	STATE	-	-	third-party-library[lua-5.0]	131	STATE: reads live global / derefs arg → needs booted game
004bf3f0	STATE	-	-	third-party-library[lua-5.0]	99	STATE: reads live global / derefs arg → needs booted game
004bf460	STATE	-	-	third-party-library[lua-5.0]	37	STATE: reads live global / derefs arg → needs booted game
004bf490	STATE	-	-	third-party-library[lua-5.0]	75	STATE: reads live global / derefs arg → needs booted game
004bf4e0	STATE	-	-	third-party-library[lua-5.0]	37	STATE: reads live global / derefs arg → needs booted game
004bf510	STATE	-	-	third-party-library[lua-5.0]	170	STATE: reads live global / derefs arg → needs booted game
004bf5c0	MANUAL	-	-	third-party-library[lua-5.0]	49	MANUAL: unrecognized leaf shape
004bf600	MANUAL	-	-	third-party-library[lua-5.0]	19	no-clean-ret (multi-exit/tail)
004bf670	MANUAL	-	-	third-party-library[lua-5.0]	19	no-clean-ret (multi-exit/tail)
004bf6e0	STATE	-	-	third-party-library[lua-5.0]	319	STATE: reads live global / derefs arg → needs booted game
004bf820	STATE	-	-	third-party-library[lua-5.0]	65	STATE: reads live global / derefs arg → needs booted game
004bf870	MANUAL	-	-	third-party-library[lua-5.0]	32	MANUAL: unrecognized leaf shape
004bf890	STATE	-	-	third-party-library[lua-5.0]	143	STATE: reads live global / derefs arg → needs booted game
004bf920	STATE	-	-	third-party-library[lua-5.0]	66	STATE: reads live global / derefs arg → needs booted game
004bf970	STATE	-	-	third-party-library[lua-5.0]	37	STATE: reads live global / derefs arg → needs booted game
004bf9a0	STATE	-	-	third-party-library[lua-5.0]	146	STATE: reads live global / derefs arg → needs booted game
004bfa40	MANUAL	-	-	third-party-library[lua-5.0]	23	MANUAL: unrecognized leaf shape
004bfa60	MANUAL	-	-	third-party-library[lua-5.0]	26	MANUAL: unrecognized leaf shape
004bfa80	MANUAL	-	-	third-party-library[lua-5.0]	76	no-clean-ret (multi-exit/tail)
004bfe30	STATE	-	-	third-party-library[lua-5.0]	119	STATE: reads live global / derefs arg → needs booted game
004bfeb0	MANUAL	-	-	third-party-library[lua-5.0]	34	MANUAL: unrecognized leaf shape
004bfee0	MANUAL	-	-	third-party-library[lua-5.0]	40	MANUAL: unrecognized leaf shape
004bff10	MANUAL	-	-	third-party-library[lua-5.0]	40	MANUAL: unrecognized leaf shape
004bff40	MANUAL	-	-	third-party-library[lua-5.0]	42	MANUAL: unrecognized leaf shape
004bff70	MANUAL	-	-	third-party-library[lua-5.0]	43	MANUAL: unrecognized leaf shape
004bffa0	MANUAL	-	-	third-party-library[lua-5.0]	43	MANUAL: unrecognized leaf shape
004bffd0	MANUAL	-	-	third-party-library[lua-5.0]	42	MANUAL: unrecognized leaf shape
004c0050	MANUAL	-	-	third-party-library[lua-5.0]	40	MANUAL: unrecognized leaf shape
004c0080	MANUAL	-	-	third-party-library[lua-5.0]	40	MANUAL: unrecognized leaf shape
004c0100	MANUAL	-	-	third-party-library[lua-5.0]	34	MANUAL: unrecognized leaf shape
004c0130	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004c0160	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004c0190	MANUAL	-	-	third-party-library[lua-5.0]	54	MANUAL: unrecognized leaf shape
004c01d0	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004c0200	MANUAL	-	-	third-party-library[lua-5.0]	38	MANUAL: unrecognized leaf shape
004c0280	MANUAL	-	-	third-party-library[lua-5.0]	61	MANUAL: unrecognized leaf shape
004c02c0	MANUAL	-	-	third-party-library[lua-5.0]	112	MANUAL: unrecognized leaf shape
004c0330	MANUAL	-	-	third-party-library[lua-5.0]	114	MANUAL: unrecognized leaf shape
004c0510	MANUAL	-	-	input	76	MANUAL: unrecognized leaf shape
004c05b0	STATE	-	-	third-party-library[lua-5.0]	87	STATE: reads live global / derefs arg → needs booted game
004c0610	MANUAL	-	-	third-party-library[lua-5.0]	82	MANUAL: unrecognized leaf shape
004c0670	MANUAL	-	-	third-party-library[lua-5.0]	78	MANUAL: unrecognized leaf shape
004c06c0	MANUAL	-	-	input	58	MANUAL: unrecognized leaf shape
004c0700	MANUAL	-	-	third-party-library[lua-5.0]	54	MANUAL: unrecognized leaf shape
004c0740	STATE	-	-	third-party-library[lua-5.0]	76	STATE: reads live global / derefs arg → needs booted game
004c07b0	STATE	-	-	render	124	STATE: reads live global / derefs arg → needs booted game
004c0830	STATE	-	-	render	61	STATE: reads live global / derefs arg → needs booted game
004c0ad0	STATE	-	-	third-party-library[lua-5.0]	49	STATE: reads live global / derefs arg → needs booted game
004c0b70	STATE	-	-	third-party-library[lua-5.0]	167	STATE: reads live global / derefs arg → needs booted game
004c0c20	STATE	-	-	third-party-library[lua-5.0]	330	STATE: reads live global / derefs arg → needs booted game
004c0ed0	STATE	-	-	render	31	STATE: reads live global / derefs arg → needs booted game
004c0ef0	STATE	-	-	third-party-library[lua-5.0]	11	STATE: reads live global / derefs arg → needs booted game
004c0f00	STATE	-	-	third-party-library[lua-5.0]	313	STATE: reads live global / derefs arg → needs booted game
004c1300	STATE	-	-	third-party-library[lua-5.0]	56	STATE: reads live global / derefs arg → needs booted game
004c1340	STATE	-	-	render	146	STATE: reads live global / derefs arg → needs booted game
004c13e0	STATE	-	-	third-party-library[lua-5.0]	146	STATE: reads live global / derefs arg → needs booted game
004c1480	STATE	-	-	render	146	STATE: reads live global / derefs arg → needs booted game
004c1520	STATE	-	-	third-party-library[lua-5.0]	151	STATE: reads live global / derefs arg → needs booted game
004c1680	STATE	-	-	render	137	STATE: reads live global / derefs arg → needs booted game
004c1710	MANUAL	-	-	third-party-library[lua-5.0]	39	MANUAL: unrecognized leaf shape
004c1740	STATE	-	-	third-party-library[lua-5.0]	190	STATE: reads live global / derefs arg → needs booted game
004c1800	STATE	-	-	third-party-library[lua-5.0]	52	STATE: reads live global / derefs arg → needs booted game
004c1840	STATE	-	-	third-party-library[lua-5.0]	125	STATE: reads live global / derefs arg → needs booted game
004c18c0	STATE	-	-	third-party-library[lua-5.0]	113	STATE: reads live global / derefs arg → needs booted game
004c1a10	STATE	-	-	third-party-library[lua-5.0]	40	STATE: reads live global / derefs arg → needs booted game
004c1a40	STATE	-	-	third-party-library[lua-5.0]	44	STATE: reads live global / derefs arg → needs booted game
004c1a70	STATE	-	-	render	150	STATE: reads live global / derefs arg → needs booted game
004c1b10	STATE	-	-	render	44	STATE: reads live global / derefs arg → needs booted game
004c1b40	STATE	-	-	third-party-library[lua-5.0]	104	STATE: reads live global / derefs arg → needs booted game
004c1be0	STATE	-	-	frontend	35	STATE: reads live global / derefs arg → needs booted game
004c1c10	MANUAL	-	-	util	102	MANUAL: unrecognized leaf shape
004c1cc0	MANUAL	-	-	third-party-library[lua-5.0]	39	MANUAL: unrecognized leaf shape
004c1cf0	STATE	-	-	third-party-library[lua-5.0]	54	STATE: reads live global / derefs arg → needs booted game
004c1d30	STATE	-	-	third-party-library[lua-5.0]	171	STATE: reads live global / derefs arg → needs booted game
004c1f80	STATE	-	-	third-party-library[lua-5.0]	1682	STATE: reads live global / derefs arg → needs booted game
004c2620	STATE	-	-	third-party-library[lua-5.0]	1040	STATE: reads live global / derefs arg → needs booted game
004c2a30	STATE	-	-	third-party-library[lua-5.0]	334	STATE: reads live global / derefs arg → needs booted game
004c2bf0	STATE	-	-	third-party-library[lua-5.0]	157	STATE: reads live global / derefs arg → needs booted game
004c2c90	MANUAL	-	-	render	62	no-clean-ret (multi-exit/tail)
004c2d80	AUTO	const_return 0x00037002	const_return	third-party-library[lua-5.0]	6	return 0x00037002u;
004c2d90	MANUAL	-	-	render	36	MANUAL: unrecognized leaf shape
004c2dc0	MANUAL	-	-	third-party-library[lua-5.0]	19	MANUAL: unrecognized leaf shape
004c2f60	STATE	-	-	render	79	STATE: reads live global / derefs arg → needs booted game
004c2fb0	STATE	-	-	render	130	STATE: reads live global / derefs arg → needs booted game
004c3040	STATE	-	-	render	102	STATE: reads live global / derefs arg → needs booted game
004c30b0	STATE	-	-	render	447	STATE: reads live global / derefs arg → needs booted game
004c3270	STATE	-	-	render	50	STATE: reads live global / derefs arg → needs booted game
004c32b0	STATE	-	-	render	768	STATE: reads live global / derefs arg → needs booted game
004c35f0	STATE	-	-	render	122	STATE: reads live global / derefs arg → needs booted game
004c3d60	STATE	-	-	render	38	STATE: reads live global / derefs arg → needs booted game
004c3d90	STATE	-	-	render	43	STATE: reads live global / derefs arg → needs booted game
004c3dc0	STATE	-	-	render	38	STATE: reads live global / derefs arg → needs booted game
004c40b0	STATE	-	-	render	35	STATE: reads live global / derefs arg → needs booted game
004c4430	STATE	-	-	render	61	STATE: reads live global / derefs arg → needs booted game
004c4470	STATE	-	-	render	191	STATE: reads live global / derefs arg → needs booted game
004c4530	STATE	-	-	render	179	STATE: reads live global / derefs arg → needs booted game
004c4600	STATE	-	-	render	111	STATE: reads live global / derefs arg → needs booted game
004c4670	MANUAL	-	-	render	5	no-clean-ret (multi-exit/tail)
004c4680	STATE	-	-	render	968	STATE: reads live global / derefs arg → needs booted game
004c4dc0	STATE	-	-	util	225	STATE: reads live global / derefs arg → needs booted game
004c4eb0	STATE	-	-	render	338	STATE: reads live global / derefs arg → needs booted game
004c51a0	STATE	-	-	render	323	STATE: reads live global / derefs arg → needs booted game
004c52f0	STATE	-	-	render	378	STATE: reads live global / derefs arg → needs booted game
004c5470	STATE	-	-	render	525	STATE: reads live global / derefs arg → needs booted game
004c5680	STATE	-	-	render	234	STATE: reads live global / derefs arg → needs booted game
