rva	sub	name	lane	size	n_callees	n_blocking	blocking	arg_hint	n_callers_c2plus	notes
0048af70	particle	FUN_0048af70	callee-blocked	128	5	3	004c1210:C1;004e6920:C1;004e7e30:C1	stack	1	batch-ac-s4 C1->C2; __fastcall teardown of wfall+shockwave subsystem (FUN_004768c0 + 10-elem inner free loop); U-3988
00421c80	render	FUN_00421c80	callee-blocked	147	6	3	004e6e00:C1;004e7e30:C1;0057c370:C1	stack,ecx-this,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
00455060	render	FUN_00455060	callee-blocked	157	6	3	004e4450:C1;004e45b0:C1;004e4800:C1	stack	0	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_am sw
00421750	render	FUN_00421750	callee-blocked	165	3	3	0055ac00:C1;0055ad30:C1;0057c210:C1	stack,ecx-this,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
00479030	track	FUN_00479030	callee-blocked	174	5	3	00543da0:C1;00543dc0:C1;00543e30:C1	stack	0	174b post-load callback; no Ghidra function object; calls FUN_004b53b0(D-5753); reg wrapper FUN_004790e0→FUN_004e5c70; S-2497..S-2499 U-2493 U-2494; D-5744 trac
00481810	vehicle	FUN_00481810	callee-blocked	180	4	3	0055bb70:C1;0055bde0:C1;0057c210:C1	stack,ecx-this,eax-deref	0	 contact-set query: returns 0/1; checks bit body+0x24+0x60; outputs float[3] pair | C1->C2 batch_ak sweep-20260603-0116
0041ec00	gameplay	FUN_0041ec00	callee-blocked	182	6	3	004e6e00:C1;0053d060:C1;0053d090:C1	stack	2	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
005a5d90	audio	FUN_005a5d90	callee-blocked	187	3	3	0055b930:C1;00562560:C1;00564190:C1	stack,ecx-this,eax-deref	1	batch_y s6 generic refcount/ctor-chain helpers (0x005a5910..0x005a5f60); support glue for the audio cluster that follows | C1->C2 batch_ah sweep-20260602-0245
0047ea60	vehicle	FUN_0047ea60	callee-blocked	204	6	3	0055ac00:C1;0055dff0:C1;0057c210:C1	stack,ecx-this,eax-deref	1	vehicle spawn matrix set; 203b; reads RW node from DAT_006c9a78[slot]; copies 16-dword matrix; applies position offset DAT_008816d8/dc/e0*_cc33c via FUN_004c3df
004d3db0	render	FUN_004d3db0	callee-blocked	210	4	3	004e1780:C1;004e17e0:C1;004e1e70:C1	ecx-this,eax-deref	1	RW D3D pipeline init: guard DAT_007d470c(0x7d470c); FUN_004e17e0 creates pipeline ptr DAT_007d4710; alloc tag 0x34 at DAT_00911ae0+DAT_007d3ff8; sets +0x38/+0x3
004844a0	debug-overlay	FUN_004844a0	callee-blocked	213	7	3	004e5660:C1;004e5820:C1;004e5840:C1	stack,ecx-this	0	cluster_0048_first_pass batch_u-s4; debug-overlay render: vtable 007d3ff8+0x20 (6,0/1) wrapping FUN_004b61c0 lines at DAT_006cf888 with color 0x400000ff | C1->C
00420340	gameplay	FUN_00420340	callee-blocked	217	5	3	00540080:C1;00540100:C1;00540160:C1	stack,ecx-this,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
00421a90	render	FUN_00421a90	callee-blocked	262	6	3	004c1210:C1;004e5fc0:C1;0055dff0:C1	stack,ecx-this,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
0041a060	gameplay	FUN_0041a060	callee-blocked	285	13	3	004c0b30:C1;004e69a0:C1;004e7e30:C1	ecx-this	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
00550c50	util	RtFSHandler::Open	callee-blocked	298	3	3	00550740:C1;00551410:C1;00551460:C1	stack,ecx-this,eax-deref	0	piz_fsmanager_handler vtable+0x28; path normalize 0x100-byte buf + FUN_00551410/FUN_00551460; see re/analysis/piz_fsmanager_handler/REPORT.md
00455150	gameplay	FUN_00455150	callee-blocked	521	17	3	004e4450:C1;004e45b0:C1;004e4800:C1	stack,ecx-this,eax-deref	0	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_am sw
00454350	gameplay	FUN_00454350	callee-blocked	994	18	3	004e43b0:C1;004e4440:C1;004e6100:C1	stack,ecx-this,eax-deref	1	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_am sw
004b5190	vehicle	FUN_004b5190	callee-blocked	49	4	4	00543d40:C1;00543d70:C1;00543df0:C1;0055deb0:C1	stack,eax-deref	13	RW sub-object property dispatch: reads +0x18 ref then FUN_00543d40/FUN_00543d70/FUN_0055deb0/FUN_00543df0; U-1447 | C1->C2 batch_ak sweep-20260603-0116
0044e310	gameplay	FUN_0044e310	callee-blocked	54	4	4	004c0b30:C1;004c1040:C1;004e69a0:C1;004e7e30:C1	-	0	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_am sweep-20260603-0427
004275d0	boot	FUN_004275d0	callee-blocked	65	9	4	00552920:C1;00553cf0:C1;00553e80:C1;00553ef0:C1	stack	0	promoted_from=re/analysis/boot_app_init_d4/0x004275d0.md; batch_u_s5_2026-05-18; sequential subsystem init chain: FUN_00552a60(param_1)→FUN_00552d10→FUN_0055275
00454170	gameplay	FUN_00454170	callee-blocked	97	4	4	004c1210:C1;004c15c0:C1;004e43b0:C1;004e4440:C1	eax-deref	4	ESI-implicit struct-B zero+teardown: clears +0..+0c +28..+40; calls FUN_004c15c0(×2) FUN_004c1210 FUN_004e4440+FUN_004e43b0; S-1920..S-1922 | C1->C2 batch_am sw
00421800	render	FUN_00421800	callee-blocked	164	4	4	0055ac00:C1;0055ad30:C1;0055b650:C1;0057c210:C1	stack,ecx-this,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
0044e190	gameplay	FUN_0044e190	callee-blocked	170	5	4	004c0b30:C1;004c1040:C1;004e69a0:C1;004e7e30:C1	stack,ecx-this,eax-deref	0	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_am sweep-20260603-0427
0047cf20	gameplay	FUN_0047cf20	callee-blocked	176	4	4	0055ac50:C1;0055ad30:C1;0055ade0:C1;0057c210:C1	stack,eax-deref	3	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
004880a0	sky	FUN_004880a0	callee-blocked	295	4	4	004c0b30:C1;004e7e30:C1;004e8090:C1;00534b60:C1	stack,ecx-this,eax-deref	1	cluster_0048_first_pass batch_u-s4; sky/cloud mesh init (sibling of 0x004881d0 boot_app_init_d4 C2); allocates RWS mesh DAT_007030ac via FUN_00534b60(0x2000,0x1
004881d0	boot	FUN_004881d0	callee-blocked	323	5	4	004c0b30:C1;004e7e30:C1;004e8090:C1;00534b60:C1	stack,ecx-this,eax-deref	0	ma1-ghidra-s4: 76 instr; once-guard(DAT_007030b0==0): FUN_00534b60(0x200 0x10000087 0)→DAT_007030a8; field writes +0xa4=5 +0xa8=2 +4=0x200; OR masks 0x10000000+
004775b0	render	FUN_004775b0	callee-blocked	372	8	4	004c0b30:C1;004e69a0:C1;004e7e30:C1;005493d0:C1	stack,ecx-this	1	batch_w s2 MIXED[gfx-particle-emitter+decal-shockwave-trail+geometry-plane-clip+anim-keyframe-interp+script-vm-handler-bank]; render-heavy mixed bucket | batch-
0041def0	boot	FUN_0041def0	callee-blocked	389	9	4	004c0b30:C1;004c1040:C1;004e69a0:C1;004e7e30:C1	stack,ecx-this	0	"promoted_from=re/analysis/boot_app_init_d4/0x0041def0.md; batch_u_s5_2026-05-18; ""FUN_0042a5d0(""""stopclock2.dff""""); FUN_004b6520(&DAT_0063d610 0x1d4); FUN_004b5"
004809e0	vehicle	VehicleRespawnTeleport	callee-blocked	398	9	4	0055ac00:C1;0055ae70:C1;0055dff0:C1;0057c210:C1	stack,ecx-this,eax-deref	1	U-2690; teleports vehicle to track respawn node; clears respawn flag; timer=600
00480b70	vehicle	FUN_00480b70	callee-blocked	493	7	4	0055ac00:C1;0055ad30:C1;0055b650:C1;0057c210:C1	stack,eax-deref	1	 wheel-contact particle emitter: DAT_0088173c stride 0xd04 contact flags; DAT_007f1038+veh*0x13 geo; emits via FUN_0055b650 | C1->C2 batch_ak sweep-20260603-011
004850e0	smplfzx	FUN_004850e0	callee-blocked	501	10	4	004c0b30:C1;004c15c0:C1;004e5fc0:C1;004e7e30:C1	stack,ecx-this,eax-deref	1	cluster_0048_first_pass batch_u-s4; SmplFzx object creation (allocates from DAT_006e71c8 free-stack, registers via FUN_00485a70 returning u16 ID); type-table at
004770c0	vehicle	FUN_004770c0	callee-blocked	801	12	4	004c0b30:C1;004e7e30:C1;004e8090:C1;00534b60:C1	stack,ecx-this,eax-deref	17	particle/effect system init: flags translate; FUN_004b6520 zero; FUN_00534b60 create; global template 0x00692558; conditional layer calls; FUN_004c0b30+FUN_004e
004218d0	render	FUN_004218d0	callee-blocked	87	7	5	0055b940:C1;0055c4a0:C1;0055c540:C1;0057c500:C1;0057c550:C1	stack,fpu	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
00481d90	vehicle	FUN_00481d90	callee-blocked	107	6	5	0055ac00:C1;0055ac50:C1;0055ad30:C1;0055b650:C1;0057c210:C1	stack,eax-deref	0	 vehicle body activation: bounds [0 | C1->C2 batch_ak sweep-20260603-0116,199] DAT_006c71d8; FUN_0047d080/FUN_0055ac50/ac00/ad30/b650
0047cea0	physics	FUN_0047cea0	callee-blocked	127	5	5	0055ac00:C1;0055ac50:C1;0055ad30:C1;0055b650:C1;0057c210:C1	stack,ecx-this,eax-deref	1	explosion radius physics: bounds-check p1<200; DAT_006c71d8 slot; FUN_0057c210+0055ac50+ac00+ad30+b650; 126b; U-3706; D-10569 resolved; d11007-reclass 2026-05-1
004014b0	boot	FUN_004014b0	callee-blocked	182	7	5	004e45b0:C1;004e4860:C1;004e4d90:C1;004e5700:C1;004e6e00:C1	ecx-this	1	promoted_from=re/analysis/boot_app_init_d3/0x004014b0.md; batch_u_s5_2026-05-18; symmetrical FUN_004e4860/FUN_004c0740/FUN_004e4d90 pattern on globals 0x636570+
004548e0	vehicle	FUN_004548e0	callee-blocked	318	14	5	004c0b30:C1;004c1040:C1;004e69a0:C1;004e6ab0:C1;004e7e30:C1	stack,eax-deref,fpu	0	DepthCharge powerup type init; loads DepthCharge.dff + DepthChargeRound.dff; 2 struct arrays at 0x00688240 / 0x00688020 | C1->C2 batch_ak sweep-20260603-0116
00491c00	render	FUN_00491c00	callee-blocked	583	6	5	004c0b30:C1;004e7e30:C1;004e8090:C1;00534b60:C1;00535700:C1	stack,ecx-this,eax-deref	0	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00491c00.md spark init alloc+point-sprites+white-tex; U-4627,0x80007) point-sprites + white text
00489dc0	particle	FUN_00489dc0	callee-blocked	657	6	5	004c0b30:C1;004e7e30:C1;004e8090:C1;00534b60:C1;00535700:C1	stack,ecx-this,eax-deref	0	batch-ac-s3: C1->C2 mechanical; U-3967 U-3968; S-4034..S-4038
00480720	vehicle	VehicleRespawnPlace	callee-blocked	703	11	5	0055ac00:C1;0055ad30:C1;0055ae70:C1;0055dff0:C1;0057c210:C1	stack,ecx-this,eax-deref,fpu	6	cross-ref to vehicle_update_d2/00480720.md (VehicleSpeedCorrection U-1410)
0047eb30	vehicle	VehiclePhysicsWorldStep	callee-blocked	1708	19	5	0055ac00:C1;0055deb0:C1;0055dff0:C1;00562460:C1;0057c210:C1	stack,ecx-this,eax-deref,fpu	1	U-2694; RWP37 physics world step + per-vehicle RW frame pos/orient sync
0047d180	gameplay	FUN_0047d180	callee-blocked	177	9	6	0055ab30:C1;0055ac00:C1;0055ade0:C1;0055dff0:C1;0057c210:C1;0057c420:C1	stack,eax-deref	7	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
0047d240	vehicle	VehiclePhysicsBodyPlace	callee-blocked	236	9	6	0055ab30:C1;0055ac00:C1;0055ade0:C1;0055dff0:C1;0057c210:C1;0057c420:C1	stack,eax-deref	1	position physics body at XYZ; transform node: +0x30=X +0x34=Y +0x38=Z; Y=-10f on init; body from DAT_006c9a78[idx]; S-3730..S-3735; C2 plate: re/analysis/promot
0047f4c0	physics	FUN_0047f4c0	callee-blocked	523	7	6	0055af40:C1;0055dc70:C1;00562520:C1;00562580:C1;005625e0:C1;0057c4b0:C1	stack,ecx-this,eax-deref	1	522b physics world ctor; AABB ±1000.0f; FUN_0055dc70 build; FUN_00562520(10,10); 9 bitfield ops; DAT_006c6eb8 fill 200; U-2498 U-2499; D-5747 track_loader_d4-20
00471780	gameplay	FUN_00471780	callee-blocked	831	14	6	0055ac00:C1;0055ac50:C1;0055ad30:C1;0055b650:C1;0055c4a0:C1;0057c210:C1	stack,ecx-this,eax-deref,fpu	1	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
0047d330	gameplay	FUN_0047d330	callee-blocked	138	8	7	004e43b0:C1;004e4440:C1;004e6920:C1;004e7e30:C1;00559ee0:C1;0057c210:C1;0057c370:C1	eax-deref	1	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
0047f380	gameplay	FUN_0047f380	callee-blocked	206	10	7	004e43b0:C1;004e4440:C1;004e6920:C1;004e7e30:C1;00559ee0:C1;0057c210:C1;0057c370:C1	ecx-this,eax-deref	1	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
0047f290	gameplay	FUN_0047f290	callee-blocked	233	9	7	004e43b0:C1;004e4440:C1;004e6920:C1;004e7e30:C1;00559ee0:C1;0057c210:C1;0057c370:C1	stack,eax-deref	1	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
00480100	physics	FUN_00480100	callee-blocked	562	12	7	0055ab30:C1;0055ac00:C1;0055ade0:C1;0055bd80:C1;0055dff0:C1;0057c210:C1;0057c420:C1	stack,ecx-this,eax-deref	2	Physics body post-init; FUN_0047d080/d100; broadphase DAT_0080332c; clears D-2635; U-1955 U-1956 U-1957; d11007-reclass 2026-05-18: subsystem render->physics pe
00401fe0	render	FUN_00401fe0	callee-blocked	600	7	7	004e7fa0:C1;004e8030:C1;004e8640:C1;004e8910:C1;004e8940:C1;004e8a10:C1;004e8c70:C1	stack,ecx-this,eax-deref	1	 create triangle geometry (3v/1t) in XZ plane via FUN_004e8c70 | batch-render-s1 plate at re/analysis/render_c1_to_c2_s1/FUN_00401fe0.md
004022a0	render	FUN_004022a0	callee-blocked	744	7	7	004e7fa0:C1;004e8030:C1;004e8640:C1;004e8910:C1;004e8940:C1;004e8a10:C1;004e8c70:C1	stack,ecx-this,eax-deref	1	 create quad geometry (4v/2t) in XZ plane via FUN_004e8c70 | batch-render-s1 plate at re/analysis/render_c1_to_c2_s1/FUN_004022a0.md
00402240	render	FUN_00402240	callee-blocked	89	9	8	004c0b30:C1;004c1040:C1;004e67b0:C1;004e68a0:C1;004e6d80:C1;004e6f80:C1;004e7e30:C1;004e8ea0:C1	-	1	 create triangle atomic: wraps FUN_00401fe0 into clump via FUN_004e6d80 | batch-render-s1 plate at re/analysis/render_c1_to_c2_s1/FUN_00402240.md
00402590	render	FUN_00402590	callee-blocked	89	9	8	004c0b30:C1;004c1040:C1;004e67b0:C1;004e68a0:C1;004e6d80:C1;004e6f80:C1;004e7e30:C1;004e8ea0:C1	-	1	 create quad atomic: wraps FUN_004022a0 into clump via FUN_004e6d80 | batch-render-s1 plate at re/analysis/render_c1_to_c2_s1/FUN_00402590.md
00478cf0	track	CourseAssetDestroy	callee-blocked	827	14	8	004e45b0:C1;004e4800:C1;004e4860:C1;004e5700:C1;004e6e00:C1;00546320:C1;00558d30:C1;00562560:C1	stack,ecx-this,eax-deref	1	tears down sky clumps and course objects; iterates +0x100f0 slots; clears atomics at +0x10210; d11007-reclass 2026-05-18: subsystem render->track per re/analysi
0048ae00	particle	FUN_0048ae00	callee-blocked	357	15	9	004c0b30:C1;004c1040:C1;004e69a0:C1;004e6e00:C1;004e7e30:C1;005449f0:C1;00544a70:C1;00544ad0:C1;00544bf0:C1	stack,ecx-this,eax-deref	1	batch-ac-s4 C1->C2; wfall+shockwave init (tex lookup wfall/shockwave + Splash.dff clump + 8-slot ring alloc); U-3986..U-3987
00401000	hud	FUN_00401000	callee-blocked	482	18	9	004c0b30:C1;004e4450:C1;004e4810:C1;004e48e0:C1;004e4900:C1;004e4b90:C1;004e4dd0:C1;004e5850:C1;0053fbb0:C1	stack	1	 cup trophy init — creates cup.dff clump + particles at DAT_00636560..636574 | batch-ae-s1
0047e9c0	vehicle	PhysicsSceneInitSequence	callee-blocked	118	12	10	0055e200:C1;0055fe50:C1;0055fea0:C1;0055ff70:C1;0055ff90:C1;00561040:C1;00561390:C1;00561c50:C1;00561e60:C1;00561e80:C1	stack	1	12-call physics scene init; uses scene+0x8c and scene+0x90 sub-objects; S-3724..S-3729 | C1->C2 batch_ak sweep-20260603-0116
0047f840	physics	FUN_0047f840	callee-blocked	254	13	10	0055ad20:C1;0055bac0:C1;0055c490:C1;0055c4a0:C1;0055ddd0:C1;0055deb0:C1;0055fe10:C1;0055fe30:C1;0055fe40:C1;00562600:C1	stack	1	Physics world lazy-init: FUN_0047f4c0(1.0f); gravity (0 -9.8 0); DAT_006ce274; clears D-2630; U-1954; d11007-reclass 2026-05-18: subsystem render->physics per r
00482140	vehicle	FUN_00482140	callee-blocked	1411	13	10	004e67b0:C1;004e68a0:C1;004e7fa0:C1;004e8030:C1;004e8640:C1;004e8910:C1;004e8940:C1;004e8a10:C1;004e8c70:C1;004e8ea0:C1	stack,ecx-this,eax-deref,fpu	1	 collision mesh strip builder: struct 9 fields; FUN_004e8c70 alloc; RwV3dNormalize FUN_004c39b0; UVs via FUN_00482030/004820e0; 1 caller FUN_004826d0 | C1->C2 b
0047d3c0	vehicle	VehiclePhysicsWorldCreate	callee-blocked	638	18	11	004c0b30:C1;004e7e30:C1;00559c40:C1;0055ae70:C1;0055b940:C1;0055bab0:C1;0055c4a0:C1;0057c220:C1;0057c300:C1;0057c500:C1;0057c550:C1	stack,eax-deref,fpu	1	creates RWP37 world + 4 vehicle bodies; loop 4x: FUN_0057c500/0x0057c300 alloc; body placed at Y=-10f; world slot at DAT_007dc8d8; broadcasts CoM offsets to DAT
0047fad0	gameplay	FUN_0047fad0	callee-blocked	356	16	12	004c0b30:C1;004e4380:C1;004e69a0:C1;004e7e30:C1;00559c40:C1;0055b940:C1;0055bab0:C1;0055c4a0:C1;0057c220:C1;0057c300:C1;0057c500:C1;0057c550:C1	stack,ecx-this,eax-deref,fpu	4	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
0047fe00	physics	FUN_0047fe00	callee-blocked	368	14	12	004c0b30:C1;004e4380:C1;004e69a0:C1;004e7e30:C1;00559c40:C1;0055b940:C1;0055c4a0:C1;0055c540:C1;0057c220:C1;0057c300:C1;0057c500:C1;0057c550:C1	stack,ecx-this,eax-deref,fpu	1	Sphere physics body creator; radius DAT_0086cba0; FUN_0055c540; clears D-2633; d11007-reclass 2026-05-18: subsystem render->physics per re/analysis/promote_c2_r
0047f940	physics	FUN_0047f940	callee-blocked	386	14	12	004c0b30:C1;004e4380:C1;004e69a0:C1;004e7e30:C1;00559c40:C1;0055b940:C1;0055c4a0:C1;0055e440:C1;0057c220:C1;0057c300:C1;0057c500:C1;0057c550:C1	stack,ecx-this,eax-deref,fpu	1	Cylinder physics body creator; DAT_0086cb90/94 stride 0x110; FUN_0055e440; DAT_006c71d8; clears D-2631; d11007-reclass 2026-05-18: subsystem render->physics per
0047ff70	physics	FUN_0047ff70	callee-blocked	386	14	12	004c0b30:C1;004e4380:C1;004e69a0:C1;004e7e30:C1;00559c40:C1;0055b940:C1;0055c4a0:C1;00562fd0:C1;0057c220:C1;0057c300:C1;0057c500:C1;0057c550:C1	stack,ecx-this,eax-deref,fpu	1	Cone/capsule physics body creator; radii DAT_0086cb98/9c; FUN_00562fd0; clears D-2634; d11007-reclass 2026-05-18: subsystem render->physics per re/analysis/prom
0047fc40	physics	FUN_0047fc40	callee-blocked	435	15	12	004c0b30:C1;004e4380:C1;004e69a0:C1;004e7e30:C1;00559c40:C1;0055b940:C1;0055bab0:C1;0055c4a0:C1;0057c220:C1;0057c300:C1;0057c500:C1;0057c550:C1	stack,ecx-this,eax-deref,fpu	1	Box physics body creator; half-extents DAT_0086cb84/88/8c; FUN_0055c810; clears D-2632; d11007-reclass 2026-05-18: subsystem render->physics per re/analysis/pro
00420420	track	FUN_00420420	callee-blocked	1099	28	12	004c15c0:C1;0053d090:C1;0053d400:C1;0053fb70:C1;0053fbb0:C1;0053fd30:C1;00543b90:C1;00543d70:C1;00543e10:C1;005449f0:C1;00544a70:C1;00544ad0:C1	stack,ecx-this,eax-deref	1	Per-player vehicle+checkpoint init: stride p*0x2AC DAT_0063d9e0; BSP sectors; special obj 0x11/0x12/0x15/0x18/0x3a-0x40; DAT_0063d830[p]=1; S-3603..S-3611; U-35
00493640	render	FUN_00493640	callee-blocked	172	18	16	004e5d30:C1;0052d8e0:C1;0052e310:C1;005336d0:C1;00534a80:C1;00538600:C1;0053d0b0:C1;0053eaa0:C1;00543e50:C1;00544d20:C1;00546530:C1;00549640:C1;005515a0:C1;005578a0:C1;00561ee0:C1;0057c270:C1	-	1	RwPluginAttachChain; 18-callee sequential attach; S-3937..S-3954; skeleton-prep-s1
