rva	subsystem	name	notes
00490e70	render	FUN_00490e70	LineRain param init (defaults): byte colours + float ranges + velocity; U-3705 DAT_00771538/3c purpose | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00490e70.md
00490f50	render	FUN_00490f50	LineRain SetHeadColour: writes 4 bytes to DAT_00616030..33 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00490f50.md
00490f80	render	FUN_00490f80	LineRain SetTailColour: writes 4 bytes to DAT_00616034..37 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00490f80.md
00490fb0	render	FUN_00490fb0	LineRain SetSpawnRegion: X/Z range + Y pair | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00490fb0.md
00490ff0	render	FUN_00490ff0	LineRain SetCameraScale: _DAT_006146b0/b4 velocity scale | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00490ff0.md
00491010	render	FUN_00491010	LineRain SetLineWidthRange: _DAT_006146b8/bc width range 3.0f..6.0f | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491010.md
00491030	render	FUN_00491030	LineRain SetRenderColours: 6-float cluster at 006146d0..e4 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491030.md
004910c0	render	FUN_004910c0	LineRain per-frame update (random respawn): 4x224 particles camera-space via FUN_004671a0/FUN_00467210; called by FUN_00491490=RainRender | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/
00491340	render	FUN_00491340	LineRain per-frame update (table respawn): DAT_0077152c vec3 table; lifetime>7; called by FUN_00491490 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491340.md
00491490	render	FUN_00491490	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004914b0	render	RainRender	guarded by DAT_00771534; sets blend states; calls FUN_00499d90(DAT_00771530 0x380) for 896-particle draw | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_004914b0.md
00491530	render	FUN_00491530	LineRain teardown: free DAT_00771530+DAT_0077152c via vtable[0x10c]; caller FUN_00426b40 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491530.md
00491590	render	FUN_00491590	Rain particle field init; alloc 0x7000+0x2a00; 896 particles; RainColorInit; clears D-2641 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491590.md
00491780	render	FUN_00491780	guard: DAT_00771534==0→return 0; else FUN_00491590(); return 1; U-0911 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491780.md
00491b20	render	FUN_00491b20	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00491b20.md spark bolt-register max8 stride0x38 DAT_00771558; U-4625
00491e50	render	FUN_00491e50	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00491e50.md spark free-slot spawn EAX=buf EDI=10-float; U-4628
00491f00	render	FUN_00491f00	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00491f00.md spark per-frame update+VB-build prox-spawn+age-colour; U-4629
00492170	render	FUN_00492170	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00492170.md spark teardown free VB+tex+render-entry; U-4630
004921b0	render	FUN_004921b0	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_004921b0.md spark render dispatch vtable[0x48] if active>0; U-4631
00492290	boot	sub_00492290	depth-2 of FUN_00492370; while(DAT_00828300==0 AND FUN_00499690()==0) loop; 6 calls per iteration; returns 1; C2 ma1-ghidra-s1 2026-05-16 promote_c2_winmain_chain; canonical-observe 2026-05-23 count=0
00492370	boot	sub_00492370	callee of entry; 4-param; 3-phase init then teardown sequence; strings: AppInitialiseOnBootup/AppDestroy/SoftwareTidyUpBeforeExiting/HardwareExitApplication; C2 ma1-ghidra-s1 2026-05-16 promote_c2_win
004926c0	boot	AudioTickAndAvg	hot-path-behavioral 2026-05-23; QPC+input toggle+60-frame avg; per-frame; GREEN 30s survival run all-4-hooks; callers sub_00492290 C2+; callees FUN_004950b0 FUN_00496930 audio-skip-ops; U-3932 structu
004927c0	vehicle	FUN_004927c0	12-state race-progression FSM; pair-index table {0,2,1,3,0,3,1,2,0,1,0,1}; terminal clear 624B at 0x007f0a40; U-3921; skeleton-prep-s1
00492d30	util	FUN_00492d30	265b; 7-case dispatch on DAT_00771968; calls FUN_0043dfd0; QPC timing; always returns 1; D-4868
00492e90	boot	FUN_00492e90	game logic tick; per-frame state machine on DAT_00771968; calls HUD render + renderer vtable + FUN_00433f40; perf-counter loop 0x00868320..0x869ca0; U-0642; C2 ma1-ghidra-s1 2026-05-16 promote_c2_winm
00493390	util	FUN_00493390	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004935a0	render	FUN_004935a0	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_004935a0.md texture loader via FUN_0052cb00 log+state-clear+load; U-4634
004935d0	render	FUN_004935d0	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_004935d0.md texture loader via FUN_00514330 alt-loader; U-4635
00493640	render	FUN_00493640	RwPluginAttachChain; 18-callee sequential attach; S-3937..S-3954; skeleton-prep-s1
00493710	render	FUN_00493710	RW_INIT_FN; sequential RwEngineInit→RtFSManagerOpen→RwEngineOpen→RwEngineStart chain; returns 1 on full success; U-0067 U-0068 U-0071; S-0060..S-0067; C2->C3 canonical-observation 2026-05-23 count=1 G
00493900	boot	sub_00493900	tokenizes cmd-line on 0x20; -vs0/1 sets DAT_006147bc+007719e0; -cs0/1 sets DAT_006147c0+007719e4; -l0..-l5 sets DAT_007719e8; returns 1; C2->C3 canonical-observation 2026-05-23 count=1 GREEN 30s menu 
00493ac0	util	LAB_00493ac0	pre-NT5 code-page path; GetThreadLocale→GetLocaleInfoA(LOCALE_IDEFAULTANSICODEPAGE=0x1004)→atoi; fallback GetACP(); resolves S-0373
00493b50	util	FUN_00493b50	OS-version check; sets PTR_FUN_006147dc (0x006147dc) via InterlockedExchange; NT5+ path=LAB_00493b40 pre-NT5=LAB_00493ac0; S-0373 S-0374
00493bc0	util	FUN_00493bc0	MultiByteToWideChar wrapper; param4=codepage from PTR_FUN_006147dc; param3=bufsize; returns LPWSTR
00493c60	render	FUN_00493c60	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00493c60.md multi-vtable ctor A 005cf9e8+3×shared vtables+FUN_0049ebc0; U-4636
00493f00	util	FUN_00493f00	Error reporter; vsnprintf-like into 1023-byte buf; MessageBoxA NULL/buf/MASHED/0x10; S-0376
00493fd0	frontend	sub_00493fd0	textured-quad render: builds 4 vertices from param_1 dims; draws 2 triangles via DAT_007d3ff8 vtable; U-0816 U-0817 U-0818 S-0814 D-2321 | batch-frontend-followup-s3 plate at re/analysis/frontend_c1_t
004942b0	video	FUN_004942b0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494320	video	FUN_00494320	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004943f0	audio	FUN_004943f0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494460	frontend	sub_00494460	VideoClose; FUN_00494320+FUN_004c7650; zeros DAT_00771a18+00771a04; S-3955 S-3956; skeleton-prep-s1
00494480	video	FUN_00494480	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494820	render	FUN_00494820	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00494820.md D3DX texture surface format probe SEH HRESULT; U-4638
00494a80	frontend	sub_00494a80	video start: FUN_004c77c0(0,0,0,0x84)->DAT_00771a18; FUN_004944c0(param_2); DAT_00771a04=1; DAT_00771a08=param_3; U-0822 U-0823 S-0819 D-2326 | batch-frontend-followup-s3 plate at re/analysis/frontend
00494b20	render	FUN_00494b20	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00494b20.md multi-vtable ctor B 005cfd70+3×shared vtables+FUN_0049ebc0; U-4639
00494b65	render	FUN_00494b65	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494bc0	boot	FUN_00494bc0	ma1-ghidra-s4: 52 instr 145B; COM Release x6 vtable[+0x8] on 00771a48/3c/40/38/44/4c; null-before-release; vtable[+0x24] pre-call on 00771a48 only; single caller FUN_00402a40
00494c60	render	FUN_00494c60	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494ee0	util	thunk_FUN_004d8560	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494f00	util	thunk_FUN_00494a80	4-byte thunk to FUN_00494a80; alloc 0x84 via FUN_004c77c0; FUN_004944c0(p2); DAT_00771A04=1; DAT_00771A08=p3; D-10366
00494f10	util	thunk_FUN_00494480	4-byte thunk to FUN_00494480; FUN_004942b0(); lookup (&DAT_771A10)[DAT_6147D8] via FUN_00493fc0; FUN_004938e0; return 1; D-10367
00494f20	boot	thunk_FUN_00494460	ma1-ghidra-s4: 5B E9 JMP thunk → FUN_00494460 (C1+plate intro_splash); drift-eligible per thunk rule; S-3322; C2->C3 canonical-observation-r2 2026-05-23 count=3 GREEN 30s menu (fires repeatedly — intr
00494f40	render	FUN_00494f40	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00494fd0	render	FUN_00494fd0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00495080	frontend	FUN_00495080	wrapper: FUN_00494fd0(param_1*2+_DAT_005cc32c, param_2); caller FUN_0043dfd0; D-4865; S-3626 U-3647
004950b0	util	FUN_004950b0	QPC*3000000/QPF-freq; absolute-time-in-3MHz-units; direct callee of 0x00492e90; U-0668 U-0669 S-0660 S-0661; C1->C2 ma1-ghidra-s5; C3 hot-path-behavioral-implicit-via-wave0 (excluded from Interceptor;
00495110	util	FUN_00495110	snapshots FUN_004950b0()→DAT_007f1030; frame-time snapshot wrapper
00495150	input	FUN_00495150	DInput init seq: QPC+DI8+joypad+kbd+remap; switch DAT_007719e8(0-5); returns DAT_007719e4==0; 6 callees confirmed; U-2293 U-2294 U-2295 U-2298
004951e0	render	thunk_FUN_00495780	Ghidra thunk 4 bytes; decompiler shows FUN_004955d0 call; function_callees empty; U-0070 | batch-render-3-s1 plate at re/analysis/render_3_c1_to_c2_s1/FUN_004951e0.md
00495280	render	FUN_00495280	piz open wrapper: FUN_00402b70 builds path; FUN_004b6570 opens piz; logs OK/FAILED
004952f0	render	FUN_004952f0	piz close wrapper: FUN_004b65c0 gets name; log; thunk_FUN_004b67a0 closes piz
00495350	frontend	IntroSplashOrchestrator	intro video sequence: loops 4 indexed videos (1-4) via FUN_00494a80; button-skippable scan at DAT_007f1502; 5ms frame sleep; impl written c3-batch-m-s5; Frida diff DEFERRED (Sleep+infinite-loop unsafe
004954f0	boot	FUN_004954f0	HardwareShutdown; ShowCursor(1)+D3D+input teardown seq; returns 0; U-3926 S-3963 S-3964; skeleton-prep-s1
00495580	input	FUN_00495580	DInputRelease; COM vtable dispatch *(vtable+8)(piVar1); clears DAT_00771e78; S-3965; skeleton-prep-s1
004955c0	boot	thunk_FUN_00495580	4B thunk → FUN_00495580; S-3326 | C1->C2 via boot-mini-20260525-1730: 5-byte JMP rel32 thunk -> 0x00495580 (Ghidra-verified bytes e9bbffffff)
004955d0	boot	FUN_004955d0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00495780	boot	FUN_00495780	DInputIsAcquired; bool wrapper around FUN_004955d0; S-3966; skeleton-prep-s1
00495870	input	FUN_00495870	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00495e80	input	FUN_00495e80	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00495fe0	input	FUN_00495fe0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496010	input	FUN_00496010	DInputShutdown/JoypadDeviceRelease; FUN_00495e80+FUN_004b6520(0x1120 zero); clears 4 globals; U-3927; S-3967 S-3968; skeleton-prep-s1 2026-05-22
00496040	input	FUN_00496040	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004960e0	boot	sub_004960e0	WM_ACTIVATE handler: vtable dispatch on DAT_00772fb8; activate->vtable[+0x1c](); deactivate->vtable[+0x20](obj); U-0648 carried (vtable target identities require Frida runtime)
00496100	input	FUN_00496100	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496320	input	FUN_00496320	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496370	input	FUN_00496370	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004963d0	input	thunk_FUN_00496370	4B unconditional JMP to FUN_00496370 (0x00496370); Ghidra thunk=true; no local state; skeleton-prep-s2 2026-05-22
00496470	boot	sub_00496470	WM_DESTROY handler: if DAT_00772fbc(FILE*) non-null: _fclose+NULL; sets quit path via caller [WM_DESTROY sets DAT_00773918=1 in WNDPROC]
00496490	boot	sub_00496490	WM_CREATE handler: FsopenSafe("mashed.log") -> DAT_00772fbc; time-struct fill + asctime + sprintf; ConfigLogError(19-char date header); returns 1 or 0; S-0640/641/642 resolved (all C1+)
00496530	input	FUN_00496530	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004967e0	input	FUN_004967e0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed; per-frame input pipeline: joypad poll FUN_00495fe0 + FUN_0045b350 + FUN_004972b0; keyboard bitmap at DAT_00773058; player loop 0..3
00496940	render	FUN_00496940	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496970	render	FUN_00496970	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004969a0	render	FUN_004969a0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496c10	render	FUN_00496c10	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496ce0	boot	FUN_00496ce0	ma1-ghidra-s4: 8 instr 26B; cdecl no-arg; FUN_004d41e0(DAT_00773094) + FUN_004d41e0(DAT_00773088); single caller FUN_00402a40; U-3327 semantic-only on callee
00496d00	util	FUN_00496d00	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496d20	render	FUN_00496d20	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496d60	util	FUN_00496d60	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496db0	util	FUN_00496db0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00496e40	boot	FUN_00496e40	dual async-worker init: FUN_00496d60→DAT_00773094; FUN_004d4f00→obj; DAT_00773084=FUN_004ec750; FUN_004ec740(obj &LAB_00496e00); FUN_00496db0→DAT_00773088; parallel second worker; callbacks 00496e00/e
00496ec0	render	FUN_00496ec0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00497060	render	FUN_00497060	BuildCameraMatrices: FUN_00496ec0(local_80); FUN_00497000(local_c0 param_2); identity-pattern block; thunk_FUN_004ed6ad; 4x 0x40b copy-out; U-3021..U-3023 | batch-render-3-s1 plate at re/analysis/rend
00497190	input	FUN_00497190	24b filename formatter; FUN_004a2b60(&DAT_007730e4 contcfg%d.bin); ret &DAT_007730e4; 1 callee (render C1); implicit EAX %d via varargs stack-frame trick (U-2588 carried); C1 plate re/analysis/input_d
00497230	input	FUN_00497230	SaveControllerConfig: fopen+_fwrite(0x200)+_fclose confirmed by callees; 3 log strings; U-3015 U-3016
004972b0	input	FUN_004972b0	88b per-frame joypad axis snapshot + keyboard read; loop slot 0..count call FUN_004957a0(slot 0 &DAT_0077311c+slot*8 0 &DAT_007730d4+slot*4); FUN_004b6520(&DAT_0077313c 0x20)+FUN_00496100(&DAT_0077313
00497310	input	FUN_00497310	ReadInputForAction(slot action): joypad axis(9-12)/button+kbd dispatch fully enumerable; FUN_004a2c48 callee confirmed; U-3024
00497470	frontend	FUN_00497470	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004974b0	frontend	FUN_004974b0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00497b10	frontend	FUN_00497b10	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
00497b60	frontend	FUN_00497b60	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
004982a0	input	FUN_004982a0	ControllerPlayerDialog: DialogBoxParamA(id=0x68) confirmed at 004982a0; backup/restore 0x200b slot config; confirm→FUN_00497230; DAT_007730b0=slot; U-3010
00498510	input	FUN_00498510	controller select setup: 6-region ptrs DAT_00773098-ac; region[param_2]→DAT_00773118; LoadStringA x2 lang+0x82a/834; FUN_00495790 joycount; entry table 007e95c0 stride-0x200; joystick/keyboard/empty s
004987b0	input	FUN_004987b0	89b debug printf wrapper; vsprintf-eq FUN_004a42c5(local_204 fmt &stack0x8)+OutputDebugStringA; /GS cookie DAT_00616038; C1 plate re/analysis/input_dinput/004987b0.md; S-0260 already-resolved via FUN_
00498810	util	FUN_00498810	implicit EAX param; reads EAX+0x60 struct; FUN_004cdca0(+0x0c,+0x10,0x20)→lock/operate/unlock; [UNCERTAIN] purpose; U-3474
00498a00	render	FUN_00498a00	display mode name formatter: width x height x depth + flag text via FUN_004a2b60; U-1667; S-0204 S-0822 | batch-render-3-s1 plate at re/analysis/render_3_c1_to_c2_s1/FUN_00498a00.md
00498b60	render	FUN_00498b60	frees pointer-array at DAT_00773408 (DAT_00773410 elements) then frees DAT_00773408+DAT_007731f8+DAT_007731fc; _free callee 0x004a460d confirmed; failure-path teardown
00498c00	render	VideoModeTableInit	D3D subsystem+mode enumeration init; allocs 3 parallel arrays (DAT_007731fc 0x50-byte subsys-info / DAT_007731f8 int mode-counts / DAT_00773408 ptr mode-arrays 0x18-byte); writes DAT_0077340c DAT_0077
00498e40	render	FUN_00498e40	default mode finder: first mode >=640x480 with non-zero flags; returns index; S-0206 S-0823 | batch-render-3-s1 plate at re/analysis/render_3_c1_to_c2_s1/FUN_00498e40.md
00498ea0	render	FUN_00498ea0	snapshot renderer selection to globals; saves subsystem+mode; vtable+0xCC dispatch; writes width/height/depth/fullscreen; S-0207 S-0824 | batch-render-3-s1 plate at re/analysis/render_3_c1_to_c2_s1/FU
00499400	save	VideoSettingsDispatcher	video-settings dispatcher; subsystem enum loop; load; optional DialogBoxParamA(0x65); save; apply display globals; STUBs S-0821..S-0827 all resolved against mapped callees; U-0828/0829/0830 resolved (
00499820	boot	sub_00499820	WNDPROC_FN: FUN_00499820; switch uMsg: 0x1=WM_CREATE 0x2=WM_DESTROY 0x6=WM_ACTIVATE 0x100=WM_KEYDOWN; tail-JMP DefWindowProcA via IAT 0x005cc268; U-0647 RESOLVED (function defined; 97b body)
00499890	boot	FUN_00499890	LogOSVersion: GetVersionExA; logs Win32s/95/98/Me/NT/2000/XP; DAT_00773920 OS-code 1-7; U-3013
00499ba0	boot	sub_00499ba0	depth-2 of FUN_00492370; CoInitialize+RegisterClassA("MASHED")+CreateWindowExA→DAT_007e9584 style=0xcf0000 (WS_OVERLAPPEDWINDOW); S-0003 resolved (FUN_00499890=C2); C2->C3 canonical-observation-r2 202
00499cc0	boot	sub_00499cc0	depth-2 of FUN_00492370; DestroyWindow(DAT_007e9584); returns DAT_007e95a8; U-3870 (DAT_007e95a8 producer unknown)
00499ce0	render	FUN_00499ce0	InitViewportMatrix: zeros 12 floats + sets 4 to 1.0f at DAT_00773928-964 (0x40b block); returns 1; called from FUN_00402750; U-3014
00499d90	render	FUN_00499d90	cluster_0049_first_pass batch_t-s3; rain particle vertex builder; 2-phase unrolled loop over 0x20-byte records into DAT_007e2580; vtable DrawPrimitive call; returns 1; | batch-render-3-s2 plate at re/
0049a0a0	render	FUN_0049a0a0	3-way dispatcher on DAT_00773968: 0=FUN_0045b350 1=FUN_0049a740(mode-1 setter) 2=FUN_0049a2e0(mode-2 setter); | batch-render-3-s2 plate at re/analysis/render_3_c1_to_c2_s2/FUN_0049a0a0.md
0049a0e0	render	FUN_0049a0e0	rain mode selector; DAT_00636ad4 guard; reads DAT_00771e58+0xc4/0xcc; sets DAT_00773968=0/1/2; calls mode-1 init or mode-2 query; | batch-render-3-s2 plate at re/analysis/render_3_c1_to_c2_s2/FUN_0049
0049a150	render	FUN_0049a150	3-way dispatcher on DAT_00773968 for teardown: 0=FUN_0045b350 1=FUN_0049ab10(mode-1 teardown) 2=FUN_0045b350; | batch-render-3-s2 plate at re/analysis/render_3_c1_to_c2_s2/FUN_0049a150.md
0049a730	render	FUN_0049a730	calls FUN_00426c00(); DAT_00773970 = (result == 0); mode-2 boolean flag; caller FUN_0049a0e0; | batch-render-3-s2 plate at re/analysis/render_3_c1_to_c2_s2/FUN_0049a730.md
0049aae0	render	FUN_0049aae0	mode-1 init: FUN_004cbad0(&DAT_005d0438,&DAT_00773974) + FUN_004cbb20(&DAT_005d0518,&DAT_0077397c); caller FUN_0049a0e0; | batch-render-3-s2 plate at re/analysis/render_3_c1_to_c2_s2/FUN_0049aae0.md
0049ab10	render	FUN_0049ab10	mode-1 teardown: FUN_004cbb50(DAT_00773974)+zero + FUN_004cbb50(DAT_0077397c)+zero; caller FUN_0049a150; | batch-render-3-s2 plate at re/analysis/render_3_c1_to_c2_s2/FUN_0049ab10.md
0049b300	input	DirectInput8Create	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain particle render at 0x499d90; cross-ref promot
0049c5d0	particle	FUN_0049c5d0	batch-ad-s1 C1->C2: 4-int memcmp vs DAT_005d0bbc/DAT_005d0afc; vtable+0x24 on match; U-4035 U-4036 S-4124
0049c620	particle	FUN_0049c620	batch-ad-s1 C1->C2: spin-wait on param_1+0xb4; PeekMessage+Sleep loop; GetQueueStatus+PostThreadMessageA
0049c6a0	particle	FUN_0049c6a0	batch-ad-s1 C1->C2: thin wrapper DeleteCriticalSection(param_1)
0049c6b0	particle	FUN_0049c6b0	batch-ad-s1 C1->C2: stores param_2 at *param_1 then EnterCriticalSection(param_2); U-4037
0049c6d0	particle	FUN_0049c6d0	batch-ad-s1 C1->C2: LeaveCriticalSection(*(LPCRITICAL_SECTION)*param_1)
0049c6e0	particle	FUN_0049c6e0	batch-ad-s1 C1->C2: COM-style QueryInterface; HRESULT returns; vtable at param_1-0xc; U-4038..U-4040 S-4125
0049c750	particle	FUN_0049c750	batch-ad-s1 C1->C2: guard param_1[0x14]; vtable+0x28 call arg=1; returns 0; U-4041 S-4126
0049c770	particle	FUN_0049c770	batch-ad-s1 C1->C2: guard param_1[0x14]; vtable+0x70 call no arg; returns 0; U-4042 U-4043
0049c810	particle	FUN_0049c810	batch-ad-s1 C1->C2: reads +0x68; vtable at +0x18 slot+0x18; FUN_0049c800; ResetEvent at +0x54; U-4044 U-4045
0049c840	particle	FUN_0049c840	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049c900	particle	FUN_0049c900	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049c930	particle	FUN_0049c930	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049c990	particle	FUN_0049c990	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049ca00	particle	FUN_0049ca00	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049ca60	particle	FUN_0049ca60	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049cb00	particle	FUN_0049cb00	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049cb20	particle	FUN_0049cb20	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049cbd0	particle	FUN_0049cbd0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
