va	file_off	section	encoding	length	text

0x0062b0f8	0x22b0f8	.data	ascii	77	qhull internal error (qh_buildhull): %d outside points were never processed.

0x0062b148	0x22b148	.data	ascii	67	qhull internal error (qh_buildhull): new vertex f%d in vertex list

0x0062b190	0x22b190	.data	ascii	76	qhull internal error (qh_buildhull): visible or new facet f%d in facet list

0x0062b1e0	0x22b1e0	.data	ascii	31	qh_buildhull: start build hull

0x0062b200	0x22b200	.data	ascii	119	qh_addpoint: add p%d (v%d) to hull of %d facets (%2.2g above f%d) and %d outside at %4.4g CPU secs.  Previous was p%d.

0x0062b278	0x22b278	.data	ascii	208	
At %02d:%02d:%02d & %2.5g CPU secs, qhull has created %d facets and merged %d.
 The current hull contains %d facets and %d vertices.  There are %d
 outside points.  Next is point p%d (v%d), %2.2g above f%d.

0x0062b350	0x22b350	.data	ascii	154	
At %02d:%02d:%02d & %2.5g CPU secs, qhull has created %d facets and merged %d.
 The current hull contains %d facets and %d vertices.  Last point was p%d

0x0062b3f0	0x22b3f0	.data	ascii	79	qh_findhorizon: %d horizon facets (good %d), %d visible (good %d), %d coplanar

0x0062b440	0x22b440	.data	ascii	86	qhull precision error (qh_findhorizon): empty horizon
Point p%d was above all facets.

0x0062b498	0x22b498	.data	ascii	16	coplanar horizon
0x0062b4ac	0x22b4ac	.data	ascii	42	qh_precision: qhull restart because of %s

0x0062b4d8	0x22b4d8	.data	ascii	13	empty horizon
0x0062b4e8	0x22b4e8	.data	ascii	7	horizon
0x0062b4f0	0x22b4f0	.data	ascii	89	qh_findhorizon: point p%d is coplanar to horizon f%d, dist=%2.7g < qh MINvisible (%2.7g)

0x0062b550	0x22b550	.data	ascii	72	qh_findhorizon: does not work for tricoplanar facets.  Use option 'Q11'

0x0062b59c	0x22b59c	.data	ascii	7	visible
0x0062b5a4	0x22b5a4	.data	ascii	53	qh_findhorizon: find horizon for point p%d facet f%d

0x0062b5e0	0x22b5e0	.data	ascii	109	qhull internal error (qh_nextfurthest): num_outside %d is too low
by at least %d, or a random real %g >= 1.0

0x0062b650	0x22b650	.data	ascii	56	qh_partitionall: partition all points into outside sets

0x0062b690	0x22b690	.data	ascii	82	qh_partitioncoplanar: point p%d is coplanar with facet f%d (or inside) dist %2.2g

0x0062b6e4	0x22b6e4	.data	ascii	7	DISTANT
0x0062b6f0	0x22b6f0	.data	ascii	89	qh_partitioncoplanar: ====== p%d from f%d increases max_outside to %2.2g of f%d last p%d

0x0062b750	0x22b750	.data	ascii	96	qh_partitioncoplanar: repartition point p%d from f%d.  It is above flipped facet f%d dist %2.2g

0x0062b7b8	0x22b7b8	.data	ascii	78	qh_partitioncoplanar: point p%d is inside facet f%d dist %2.2g findbestnew %d

0x0062b808	0x22b808	.data	ascii	93	qh_partitioncoplanar: point p%d is more than near-inside facet f%d dist %2.2g findbestnew %d

0x0062b868	0x22b868	.data	ascii	64	qh_partitionpoint: point p%d is coplanar to facet f%d (dropped)

0x0062b8ac	0x22b8ac	.data	ascii	21	nearly incident point
0x0062b8c8	0x22b8c8	.data	ascii	77	qh_partitionpoint: point p%d is inside all facets, closest to f%d dist %2.2g

0x0062b918	0x22b918	.data	ascii	73	qh_partitionpoint: point p%d is outside facet f%d new? %d(or narrowhull)

0x0062b964	0x22b964	.data	ascii	35	nearly incident point (narrow hull)
0x0062b988	0x22b988	.data	ascii	92	qh_partitionvisible: partitioned %d points from outsidesets and %d points from coplanarsets

0x0062b9e8	0x22b9e8	.data	ascii	116	qhull precision error (qh_partitionvisible): all new facets deleted as
        degenerate facets. Can not continue.

0x0062ba60	0x22ba60	.data	ascii	49	  Maximum distance of %svertex below facet: %2.2g
0x0062ba94	0x22ba94	.data	ascii	9	 (%.1fx)

0x0062baa0	0x22baa0	.data	ascii	48	  Maximum distance of %spoint above facet: %2.2g
0x0062bad4	0x22bad4	.data	ascii	7	merged 
0x0062badc	0x22badc	.data	ascii	25	  %s volume:       %2.8g

0x0062baf8	0x22baf8	.data	ascii	25	  %s facet area:   %2.8g

0x0062bb14	0x22bb14	.data	ascii	5	Total
0x0062bb1c	0x22bb1c	.data	ascii	11	Approximate
0x0062bb28	0x22bb28	.data	ascii	26	  Input joggled by: %2.2g

0x0062bb44	0x22bb44	.data	ascii	44	  After %d retries, input joggled by: %2.2g

0x0062bb74	0x22bb74	.data	ascii	50	  Percentage of runs with precision errors: %4.1f

0x0062bba8	0x22bba8	.data	ascii	51	  CPU seconds to compute hull (after input): %2.4g

0x0062bbdc	0x22bbdc	.data	ascii	30	  Number of merged facets: %d

0x0062bbfc	0x22bbfc	.data	ascii	44	  Number of distance tests for checking: %d

0x0062bc2c	0x22bc2c	.data	ascii	43	  Number of distance tests for merging: %d

0x0062bc58	0x22bc58	.data	ascii	41	  Number of distance tests for qhull: %d

0x0062bc84	0x22bc84	.data	ascii	31	  Number of facets in hull: %d

0x0062bca4	0x22bca4	.data	ascii	36	  Number of hyperplanes created: %d

0x0062bccc	0x22bccc	.data	ascii	33	  Number of points processed: %d

0x0062bcf0	0x22bcf0	.data	ascii	7	 QR%d


0x0062bcf8	0x22bcf8	.data	ascii	24	
Statistics for: %s | %s
0x0062bd14	0x22bd14	.data	ascii	36	  Number of triangulated facets: %d

0x0062bd3c	0x22bd3c	.data	ascii	40	  Number of%s non-simplicial facets: %d

0x0062bd68	0x22bd68	.data	ascii	30	  Number of 'good' facets: %d

0x0062bd88	0x22bd88	.data	ascii	23	  Number of facets: %d

0x0062bda0	0x22bda0	.data	ascii	26	  Number of %s points: %d

0x0062bdbc	0x22bdbc	.data	ascii	8	coplanar
0x0062bdc8	0x22bdc8	.data	ascii	8	interior
0x0062bdd4	0x22bdd4	.data	ascii	21	coplanar and interior
0x0062bdec	0x22bdec	.data	ascii	25	  Number of vertices: %d

0x0062be08	0x22be08	.data	ascii	36	
Convex hull of %d points in %d-d:


0x0062be30	0x22be30	.data	ascii	53	  Number of%s non-simplicial intersection points: %d

0x0062be68	0x22be68	.data	ascii	43	  Number of 'good' intersection points: %d

0x0062be94	0x22be94	.data	ascii	36	  Number of intersection points: %d

0x0062bebc	0x22bebc	.data	ascii	30	  Number of %s halfspaces: %d

0x0062bedc	0x22bedc	.data	ascii	7	similar
0x0062bee4	0x22bee4	.data	ascii	9	redundant
0x0062bef0	0x22bef0	.data	ascii	21	similar and redundant
0x0062bf08	0x22bf08	.data	ascii	41	  Number of non-redundant halfspaces: %d

0x0062bf34	0x22bf34	.data	ascii	27	  Number of halfspaces: %d

0x0062bf50	0x22bf50	.data	ascii	66	
Halfspace intersection by the convex hull of %d points in %d-d:


0x0062bf94	0x22bf94	.data	ascii	50	  Number of%s non-simplicial Delaunay regions: %d

0x0062bfc8	0x22bfc8	.data	ascii	35	  Number of%s Delaunay regions: %d

0x0062bfec	0x22bfec	.data	ascii	30	  Number of input sites%s: %d

0x0062c010	0x22c010	.data	ascii	66	
Delaunay triangulation by the convex hull of %d points in %d-d:


0x0062c058	0x22c058	.data	ascii	80	
Furthest-site Delaunay triangulation by the convex hull of %d points in %d-d:


0x0062c0ac	0x22c0ac	.data	ascii	50	  Number of%s non-simplicial Voronoi vertices: %d

0x0062c0e0	0x22c0e0	.data	ascii	35	  Number of%s Voronoi vertices: %d

0x0062c104	0x22c104	.data	ascii	7	 'good'
0x0062c10c	0x22c10c	.data	ascii	45	  Total number of nearly incident points: %d

0x0062c13c	0x22c13c	.data	ascii	39	  Number of nearly incident points: %d

0x0062c164	0x22c164	.data	ascii	52	  Total number of deleted points due to merging: %d

0x0062c19c	0x22c19c	.data	ascii	34	  Number of Voronoi regions%s: %d

0x0062c1c0	0x22c1c0	.data	ascii	16	 and at-infinity
0x0062c1d4	0x22c1d4	.data	ascii	59	
Voronoi diagram by the convex hull of %d points in %d-d:


0x0062c210	0x22c210	.data	ascii	74	
Furthest-site Voronoi vertices by the convex hull of %d points in %d-d:


0x0062c260	0x22c260	.data	ascii	68	
At a premature exit due to 'TVn', 'TCn', 'TRn', or precision error.
0x0062c2ac	0x22c2ac	.data	ascii	51	qhull error: insufficient memory to copy %d points

0x0062c2e0	0x22c2e0	.data	ascii	75	qhull internal error (qh_determinate): only implemented for dimension >= 2

0x0062c32c	0x22c32c	.data	ascii	42	qh_detjoggle: joggle=%2.2g maxwidth=%2.2g

0x0062c358	0x22c358	.data	ascii	66	qh_distround: %2.2g maxabs %2.2g maxsumabs %2.2g maxdistsum %2.2g

0x0062c3a0	0x22c3a0	.data	ascii	114	qhull input warning: minimum visibility V%.2g is greater than 
minimum outside W%.2g.  Flipped facets are likely.

0x0062c414	0x22c414	.data	ascii	11	_wide-facet
0x0062c420	0x22c420	.data	ascii	13	Width-outside
0x0062c430	0x22c430	.data	ascii	19	U-coplanar-distance
0x0062c444	0x22c444	.data	ascii	16	Visible-distance
0x0062c458	0x22c458	.data	ascii	91	qhull error: the joggle for 'QJn', %.2g, is below roundoff for distance computations, %.2g

0x0062c4b4	0x22c4b4	.data	ascii	12	_near-inside
0x0062c4c4	0x22c4c4	.data	ascii	10	_one-merge
0x0062c4d0	0x22c4d0	.data	ascii	29	Centrum-postmerge-with-random
0x0062c4f0	0x22c4f0	.data	ascii	28	Centrum-premerge-with-random
0x0062c510	0x22c510	.data	ascii	27	Angle-postmerge-with-random
0x0062c52c	0x22c52c	.data	ascii	26	Angle-premerge-with-random
0x0062c548	0x22c548	.data	ascii	14	Error-roundoff
0x0062c558	0x22c558	.data	ascii	10	_max-width
0x0062c564	0x22c564	.data	ascii	61	qh_detsimplex: det=%2.2g for point p%d, dim %d, nearzero? %d

0x0062c5a8	0x22c5a8	.data	ascii	64	qhull internal error (qh_detsimplex): #points %d < dimension %d

0x0062c5ec	0x22c5ec	.data	ascii	29	qh_facetarea: f%d area %2.2g

0x0062c610	0x22c610	.data	ascii	75	qh_facetarea_simplex: area=%2.2g for point p%d, toporient %d, nearzero? %d

0x0062c660	0x22c660	.data	ascii	69	qhull internal error (qh_facetarea_simplex): #points %d != dim %d -1

0x0062c6a8	0x22c6a8	.data	ascii	49	qh_findgooddist: no good facet for p%d above f%d

0x0062c6dc	0x22c6dc	.data	ascii	51	qh_findgooddist: p%d is %2.2g above good facet f%d

0x0062c710	0x22c710	.data	ascii	53	qh_getarea: computing volume and area for each facet

0x0062c748	0x22c748	.data	ascii	59	computing area of each facet and volume of the convex hull

0x0062c788	0x22c788	.data	ascii	75	qh_setdelaunay: project %d points to paraboloid for Delaunay triangulation

0x0062c7d4	0x22c7d4	.data	ascii	51	qh_joggleinput: joggle input by %2.2g with seed %d

0x0062c808	0x22c808	.data	ascii	12	_joggle-seed
0x0062c818	0x22c818	.data	ascii	149	qhull error: the current joggle for 'QJn', %.2g, is too large for the width
of the input.  If possible, recompile Qhull with higher-precision reals.

0x0062c8b0	0x22c8b0	.data	ascii	53	qhull error: insufficient memory to joggle %d points

0x0062c8e8	0x22c8e8	.data	ascii	4	 p%d
0x0062c8f4	0x22c8f4	.data	ascii	49	qh_maxmin: found the max and min points (by dim):
0x0062c928	0x22c928	.data	ascii	82	qh_maxouter: max distance from facet to outer plane is %2.2g max_outside is %2.2g

0x0062c980	0x22c980	.data	ascii	70	qh_maxsimplex: selected point p%d for %d`th initial vertex, det=%2.2g

0x0062c9c8	0x22c9c8	.data	ascii	66	qhull internal error (qh_maxsimplex): not enough points available

0x0062ca10	0x22ca10	.data	ascii	88	qh_maxsimplex: searching all points for %d-th initial vertex, better than p%d det %2.2g

0x0062ca6c	0x22ca6c	.data	ascii	62	qh_maxsimplex: searching all points for %d-th initial vertex.

0x0062cab0	0x22cab0	.data	ascii	88	qhull input error: input is less than %d-dimensional since it has the same x coordinate

0x0062cb10	0x22cb10	.data	ascii	96	qhull precision error (qh_maxsimplex for voronoi_center):
%d points with the same x coordinate.

0x0062cb74	0x22cb74	.data	ascii	27	input has same x coordinate
0x0062cb90	0x22cb90	.data	ascii	6	%6.3g 
0x0062cb9c	0x22cb9c	.data	ascii	61	qh_projectinput: projected points to paraboloid for Delaunay

0x0062cbe0	0x22cbe0	.data	ascii	84	qhull internal error (qh_projectinput): HALFspace defined without qh.feasible_point

0x0062cc38	0x22cc38	.data	ascii	48	qh_projectinput: updating lower and upper_bound

0x0062cc6c	0x22cc6c	.data	ascii	54	qhull error: insufficient memory to project %d points

0x0062cca8	0x22cca8	.data	ascii	85	qhull internal error (qh_projectinput): dimension after projection %d != hull_dim %d

0x0062cd00	0x22cd00	.data	ascii	60	qh_projectpoints: projected %d points from dim %d to dim %d

0x0062cd40	0x22cd40	.data	ascii	81	qhull internal error (qh_projectpoints): newdim %d should be %d after projection

0x0062cd94	0x22cd94	.data	ascii	33	qh_rotatepoints: rotate points by
0x0062cdb8	0x22cdb8	.data	ascii	135	qhull input error: can not scale last coordinate.  New bounds [0, %2.2g] are too wide for
existing bounds [%2.2g, %2.2g] (width %2.2g)

0x0062ce40	0x22ce40	.data	ascii	136	qhull input error: can not scale last coordinate.  Input is cocircular
   or cospherical.   Use option 'Qz' to add a point at infinity.

0x0062ced0	0x22ced0	.data	ascii	69	qh_scalelast: scale last coordinate from [%2.2g, %2.2g] to [0,%2.2g]

0x0062cf18	0x22cf18	.data	ascii	112	qh_scalepoints: scaled %d'th coordinate [%2.2g, %2.2g] to [%.2g, %.2g] for %d points by %2.2g and shifted %2.2g

0x0062cf90	0x22cf90	.data	ascii	107	qhull input error: %d'th dimension's new bounds [%2.2g, %2.2g] too wide for
existing bounds [%2.2g, %2.2g]

0x0062d000	0x22d000	.data	ascii	94	qhull input error: 'Qb%d' or 'QB%d' inverts paraboloid since high bound %.2g < low bound %.2g

0x0062d060	0x22d060	.data	ascii	15	 and distance: 
0x0062d070	0x22d070	.data	ascii	17	
     at offset: 
0x0062d084	0x22d084	.data	ascii	17	
     halfspace: 
0x0062d098	0x22d098	.data	ascii	6	%6.8g 
0x0062d0a0	0x22d0a0	.data	ascii	82	qhull input error: feasible point is not clearly inside halfspace
feasible point: 
0x0062d0f4	0x22d0f4	.data	ascii	6	 %6.2g
0x0062d0fc	0x22d0fc	.data	ascii	53	qh_sethalfspace: halfspace at offset %6.2g to point: 
0x0062d134	0x22d134	.data	ascii	30	The halfspace was at index %d

0x0062d158	0x22d158	.data	ascii	66	qhull error: insufficient memory to compute dual of %d halfspaces

0x0062d19c	0x22d19c	.data	ascii	61	qh_sethalfspace_all: compute dual for halfspace intersection

0x0062d1dc	0x22d1dc	.data	ascii	22	qh_sharpnewfacets: %d

0x0062d1f4	0x22d1f4	.data	ascii	15	p%d dist %.2g, 
0x0062d204	0x22d204	.data	ascii	7	center:
0x0062d20c	0x22d20c	.data	ascii	42	qh_voronoi_center: det %2.2g factor %2.2g 
0x0062d238	0x22d238	.data	ascii	35	qh_voronoi_center: at infinity for 
0x0062d260	0x22d260	.data	ascii	98	qhull internal error (qh_voronoi_center):
  need at least %d points to construct a Voronoi center

0x0062d2c4	0x22d2c4	.data	ascii	16	from p%d to f%d

0x0062d2d8	0x22d2d8	.data	ascii	14	qh_distplane: 
0x0062d2e8	0x22d2e8	.data	ascii	160	
qh_findbest: all neighbors of facet %d are flipped or upper Delaunay.
Please report this error to qhull_bug@geom.umn.edu with the input and all of the output.

0x0062d38c	0x22d38c	.data	ascii	50	qh_findbest: neighbors of f%d, bestdist %2.2g f%d

0x0062d3c0	0x22d3c0	.data	ascii	41	  Last merge was #%d.  max_outside %2.2g

0x0062d3ec	0x22d3ec	.data	ascii	27	  Last point added was p%d.
0x0062d408	0x22d408	.data	ascii	29	  testhorizon? %d noupper? %d
0x0062d428	0x22d428	.data	ascii	82	qh_findbest: point p%d starting at f%d isnewfacets? %d, unless %d exit if > %2.2g

0x0062d47c	0x22d47c	.data	ascii	61	qh_findbesthorizon: newbest? %d bestfacet f%d bestdist %2.2g

0x0062d4c0	0x22d4c0	.data	ascii	116	qh_findbesthorizon: neighbors of f%d bestdist %2.2g f%d ischeckmax? %d noupper? %d minsearch %2.2g searchdist %2.2g

0x0062d538	0x22d538	.data	ascii	45	qh_findbestnew: bestfacet f%d bestdist %2.2g

0x0062d568	0x22d568	.data	ascii	22	  Last merge was #%d.

0x0062d580	0x22d580	.data	ascii	34	  Last point added p%d visitid %d.
0x0062d5a4	0x22d5a4	.data	ascii	62	qh_findbestnew: point p%d facet f%d. Stop? %d if dist > %2.2g

0x0062d5e8	0x22d5e8	.data	ascii	67	qhull internal error (qh_findbestnew): no new facets for point p%d

0x0062d630	0x22d630	.data	ascii	112	qhull precision error (qh_findbestnew): merging has formed and deleted a cone of new facets.  Can not continue.

0x0062d6a4	0x22d6a4	.data	ascii	34	zero diagonal on back substitution
0x0062d6c8	0x22d6c8	.data	ascii	43	qh_backnormal: zero diagonal at column %d.

0x0062d6f4	0x22d6f4	.data	ascii	20	qh_gausselem: result
0x0062d70c	0x22d70c	.data	ascii	35	zero pivot for Gaussian elimination
0x0062d730	0x22d730	.data	ascii	7	Matrix:
0x0062d738	0x22d738	.data	ascii	52	qh_gausselim: 0 pivot at column %d. (%2.2g < %2.2g)

0x0062d770	0x22d770	.data	ascii	19	qh_getangle: %2.2g

0x0062d788	0x22d788	.data	ascii	63	qhull internal error (qh_getcenter): not defined for %d points

0x0062d7c8	0x22d7c8	.data	ascii	48	qh_getcentrum: for f%d, %d vertices dist= %2.2g

0x0062d7fc	0x22d7fc	.data	ascii	46	qh_normalize: norm=%2.2g too small during p%d

0x0062d82c	0x22d82c	.data	ascii	6	%2.2g 
0x0062d834	0x22d834	.data	ascii	43	qh_setfacetplane: f%d offset %2.2g normal: 
0x0062d860	0x22d860	.data	ascii	100	qh_setfacetplane: ====== vertex p%d (v%d) increases max_outside to %2.2g for new facet f%d last p%d

0x0062d8c8	0x22d8c8	.data	ascii	78	qh_setfacetplane: flipped orientation after testing interior_point during p%d

0x0062d918	0x22d918	.data	ascii	22	

Current summary is:

0x0062d930	0x22d930	.data	ascii	35	  Last point added to hull was p%d.
0x0062d954	0x22d954	.data	ascii	37	qh_setfacetplane: facet f%d created.

0x0062d97c	0x22d97c	.data	ascii	50	qh_sethyperplane_det: degenerate norm during p%d.

0x0062d9b0	0x22d9b0	.data	ascii	90	qh_sethyperplane_gauss: singular or axis parallel hyperplane at normalization during p%d.

0x0062da10	0x22da10	.data	ascii	80	qh_sethyperplane_gauss: nearly singular or axis parallel hyperplane during p%d.

0x0062da64	0x22da64	.data	ascii	30	ridges with multiple neighbors
0x0062da84	0x22da84	.data	ascii	41	zero divisors during gaussian elimination
0x0062dab0	0x22dab0	.data	ascii	36	zero divisors during back substitute
0x0062dad8	0x22dad8	.data	ascii	44	nearly singular or axis-parallel hyperplanes
0x0062db08	0x22db08	.data	ascii	59	degenerate hyperplanes recomputed with gaussian elimination
0x0062db44	0x22db44	.data	ascii	35	coplanar points during partitioning
0x0062db68	0x22db68	.data	ascii	40	coplanar horizon facets for new vertices
0x0062db94	0x22db94	.data	ascii	14	flipped facets
0x0062dba4	0x22dba4	.data	ascii	29	concave half ridges in output
0x0062dbc4	0x22dbc4	.data	ascii	30	coplanar half ridges in output
0x0062dbe4	0x22dbe4	.data	ascii	54	precision problems (corrected unless 'Q0' or an error)
0x0062dc1c	0x22dc1c	.data	ascii	42	min. denominator in hyperplane computation
0x0062dc48	0x22dc48	.data	ascii	44	min. distance of an output vertex to a facet
0x0062dc78	0x22dc78	.data	ascii	44	max. distance of an output vertex to a facet
0x0062dca8	0x22dca8	.data	ascii	40	max. distance of a new vertex to a facet
0x0062dcd4	0x22dcd4	.data	ascii	49	ave. distance of a new vertex to a facet (not 0s)
0x0062dd08	0x22dd08	.data	ascii	20	precision statistics
0x0062dd20	0x22dd20	.data	ascii	20	  minimum facet area
0x0062dd38	0x22dd38	.data	ascii	20	  maximum facet area
0x0062dd50	0x22dd50	.data	ascii	20	total area of facets
0x0062dd68	0x22dd68	.data	ascii	56	  minimum angle (cosine) of facet normals across a ridge
0x0062dda4	0x22dda4	.data	ascii	56	  maximum angle (cosine) of facet normals across a ridge
0x0062dde0	0x22dde0	.data	ascii	54	average angle (cosine) of facet normals for all ridges
0x0062de18	0x22de18	.data	ascii	42	  maximum merges for a facet (at most 511)
0x0062de44	0x22de44	.data	ascii	38	average merges per facet (at most 511)
0x0062de6c	0x22de6c	.data	ascii	24	facets before post merge
0x0062de88	0x22de88	.data	ascii	25	ridges created altogether
0x0062dea4	0x22dea4	.data	ascii	25	facets created altogether
0x0062dec0	0x22dec0	.data	ascii	27	vertices created altogether
0x0062dedc	0x22dedc	.data	ascii	33	cpu seconds for qhull after input
0x0062df00	0x22df00	.data	ascii	38	average number of neighbors per vertex
0x0062df28	0x22df28	.data	ascii	26	maximum number of vertices
0x0062df44	0x22df44	.data	ascii	36	average number of vertices per facet
0x0062df6c	0x22df6c	.data	ascii	27	maximum number of neighbors
0x0062df88	0x22df88	.data	ascii	37	average number of neighbors per facet
0x0062dfb0	0x22dfb0	.data	ascii	24	maximum number of ridges
0x0062dfcc	0x22dfcc	.data	ascii	34	average number of ridges per facet
0x0062dff0	0x22dff0	.data	ascii	44	number of simplicial facets that were merged
0x0062e020	0x22e020	.data	ascii	41	number of non-simplicial facets in output
0x0062e04c	0x22e04c	.data	ascii	26	number of facets in output
0x0062e068	0x22e068	.data	ascii	28	number of vertices in output
0x0062e088	0x22e088	.data	ascii	19	summary information
0x0062e09c	0x22e09c	.data	ascii	31	  ave. distance tests per check
0x0062e0bc	0x22e0bc	.data	ascii	39	points checked for facets' outer planes
0x0062e0e4	0x22e0e4	.data	ascii	39	distance tests to report minimum vertex
0x0062e10c	0x22e10c	.data	ascii	35	distance tests for facet visibility
0x0062e130	0x22e130	.data	ascii	17	good facets found
0x0062e144	0x22e144	.data	ascii	47	points ignored (didn't create a good new facet)
0x0062e174	0x22e174	.data	ascii	39	points ignored (not above a good facet)
0x0062e19c	0x22e19c	.data	ascii	38	points ignored (not above max_outside)
0x0062e1c4	0x22e1c4	.data	ascii	48	determinants not computed because vertex too low
0x0062e1f8	0x22e1f8	.data	ascii	43	determinants computed (area & initial hull)
0x0062e224	0x22e224	.data	ascii	42	searches of all points for initial simplex
0x0062e250	0x22e250	.data	ascii	18	  number of trials
0x0062e264	0x22e264	.data	ascii	25	average partition balance
0x0062e280	0x22e280	.data	ascii	20	  standard deviation
0x0062e298	0x22e298	.data	ascii	25	average new facet balance
0x0062e2b4	0x22e2b4	.data	ascii	38	    maximum (includes initial simplex)
0x0062e2dc	0x22e2dc	.data	ascii	39	ave. new or merged facets per iteration
0x0062e304	0x22e304	.data	ascii	33	ave. horizon facets per iteration
0x0062e328	0x22e328	.data	ascii	35	ave. visible vertices per iteration
0x0062e34c	0x22e34c	.data	ascii	11	    maximum
0x0062e358	0x22e358	.data	ascii	35	  ave. facets deleted per iteration
0x0062e37c	0x22e37c	.data	ascii	49	  ave. visible facets without an horizon neighbor
0x0062e3b0	0x22e3b0	.data	ascii	33	ave. visible facets per iteration
0x0062e3d4	0x22e3d4	.data	ascii	29	max. vertices at any one time
0x0062e3f4	0x22e3f4	.data	ascii	20	  max. random joggle
0x0062e40c	0x22e40c	.data	ascii	33	retries due to precision problems
0x0062e430	0x22e430	.data	ascii	16	points processed
0x0062e444	0x22e444	.data	ascii	21	build hull statistics
0x0062e45c	0x22e45c	.data	ascii	40	difference in max_outside at final check
0x0062e488	0x22e488	.data	ascii	47	  inside points that were coplanar with a facet
0x0062e4b8	0x22e4b8	.data	ascii	33	  inside points kept with a facet
0x0062e4dc	0x22e4dc	.data	ascii	13	inside points
0x0062e4ec	0x22e4ec	.data	ascii	55	  repartitioned coplanar points for flipped orientation
0x0062e524	0x22e524	.data	ascii	45	angle tests for repartitioned coplanar points
0x0062e554	0x22e554	.data	ascii	37	 horizon facets better than bestfacet
0x0062e57c	0x22e57c	.data	ascii	20	calls to findhorizon
0x0062e594	0x22e594	.data	ascii	31	 calls due to qh_sharpnewfacets
0x0062e5b4	0x22e5b4	.data	ascii	20	 ave. clearly better
0x0062e5cc	0x22e5cc	.data	ascii	20	calls to findbestnew
0x0062e5e4	0x22e5e4	.data	ascii	21	 ave. coplanar search
0x0062e5fc	0x22e5fc	.data	ascii	19	 max. facets tested
0x0062e610	0x22e610	.data	ascii	19	 ave. facets tested
0x0062e624	0x22e624	.data	ascii	17	calls to findbest
0x0062e638	0x22e638	.data	ascii	42	    maximum vertices deleted per iteration
0x0062e664	0x22e664	.data	ascii	22	total vertices deleted
0x0062e67c	0x22e67c	.data	ascii	55	partitioning statistics (see previous for outer planes)
0x0062e6b4	0x22e6b4	.data	ascii	37	distance tests for computing furthest
0x0062e6dc	0x22e6dc	.data	ascii	38	   distance tests for these partitions
0x0062e704	0x22e704	.data	ascii	49	partitions of coplanar points or deleted vertices
0x0062e738	0x22e738	.data	ascii	30	total number of distance tests
0x0062e758	0x22e758	.data	ascii	29	distance tests for statistics
0x0062e778	0x22e778	.data	ascii	25	distance tests for output
0x0062e794	0x22e794	.data	ascii	38	distance tests for checking good point
0x0062e7bc	0x22e7bc	.data	ascii	37	distance tests for checking convexity
0x0062e7e4	0x22e7e4	.data	ascii	42	distance tests for checking flipped facets
0x0062e810	0x22e810	.data	ascii	31	distance tests for partitioning
0x0062e830	0x22e830	.data	ascii	21	partitions of a point
0x0062e848	0x22e848	.data	ascii	36	distance tests for initial partition
0x0062e870	0x22e870	.data	ascii	29	concave ridges in getmergeset
0x0062e890	0x22e890	.data	ascii	32	coplanar centrums in getmergeset
0x0062e8b4	0x22e8b4	.data	ascii	30	coplanar angles in getmergeset
0x0062e8d4	0x22e8d4	.data	ascii	48	distance tests for checking simplicial convexity
0x0062e908	0x22e908	.data	ascii	36	distance tests for centrum convexity
0x0062e930	0x22e930	.data	ascii	29	distance tests for best merge
0x0062e950	0x22e950	.data	ascii	44	best merges used centrum instead of vertices
0x0062e980	0x22e980	.data	ascii	35	angles computed for ridge convexity
0x0062e9a4	0x22e9a4	.data	ascii	33	statistics for determining merges
0x0062e9c8	0x22e9c8	.data	ascii	37	duplicated ridges with flipped facets
0x0062e9f0	0x22e9f0	.data	ascii	37	duplicated ridges in same merge cycle
0x0062ea18	0x22ea18	.data	ascii	36	average number of tests per subridge
0x0062ea40	0x22ea40	.data	ascii	52	total lookups of subridges (duplicates and boundary)
0x0062ea78	0x22ea78	.data	ascii	40	average number of tests to match a ridge
0x0062eaa4	0x22eaa4	.data	ascii	47	total lookups for matching ridges of new facets
0x0062ead4	0x22ead4	.data	ascii	30	statistics for matching ridges
0x0062eaf4	0x22eaf4	.data	ascii	27	non-convex vertex neighbors
0x0062eb10	0x22eb10	.data	ascii	33	merges due to redundant neighbors
0x0062eb34	0x22eb34	.data	ascii	48	merges due to flipped facets in duplicated ridge
0x0062eb68	0x22eb68	.data	ascii	36	vertices deleted by degenerate facet
0x0062eb90	0x22eb90	.data	ascii	49	vertices deleted by merging into coplanar horizon
0x0062ebc4	0x22ebc4	.data	ascii	27	vertices deleted by merging
0x0062ebe0	0x22ebe0	.data	ascii	37	horizon facets merged into new facets
0x0062ec08	0x22ec08	.data	ascii	17	new facets merged
0x0062ec1c	0x22ec1c	.data	ascii	30	new facets merged into horizon
0x0062ec3c	0x22ec3c	.data	ascii	13	  max. facets
0x0062ec4c	0x22ec4c	.data	ascii	23	  ave. facets per cycle
0x0062ec64	0x22ec64	.data	ascii	45	cycles of facets merged into coplanar horizon
0x0062ec94	0x22ec94	.data	ascii	38	simplices merged into coplanar horizon
0x0062ecbc	0x22ecbc	.data	ascii	16	merged a simplex
