rva,name,body_size
00487e30,thunk_FUN_00535910,5
00487e40,FUN_00487e40,43
00487e70,FUN_00487e70,493
004880a0,FUN_004880a0,295
004881d0,FUN_004881d0,323
00488320,FUN_00488320,108
00488390,FUN_00488390,18
004883b0,FUN_004883b0,2738
00488e70,FUN_00488e70,888
004891f0,FUN_004891f0,72
00489240,FUN_00489240,11
00489250,FUN_00489250,56
00489290,FUN_00489290,29
004892c0,FUN_004892c0,215
004893a0,FUN_004893a0,16
004893b0,FUN_004893b0,31
004893d0,FUN_004893d0,119
00489450,FUN_00489450,35
00489480,FUN_00489480,24
004894a0,FUN_004894a0,65
004894f0,FUN_004894f0,16
00489500,FUN_00489500,907
00489890,FUN_00489890,55
004898d0,FUN_004898d0,50
00489910,FUN_00489910,33
00489940,FUN_00489940,127
004899c0,FUN_004899c0,113
00489a40,FUN_00489a40,494
00489c30,FUN_00489c30,41
00489c60,FUN_00489c60,92
00489ce0,FUN_00489ce0,187
00489da0,FUN_00489da0,30
00489dc0,FUN_00489dc0,657
0048a060,FUN_0048a060,194
0048a130,FUN_0048a130,656
0048a3c0,FUN_0048a3c0,109
0048a430,FUN_0048a430,34
0048a460,FUN_0048a460,27
0048a490,FUN_0048a490,77
0048a4e0,FUN_0048a4e0,238
0048a5d0,FUN_0048a5d0,87
0048a630,FUN_0048a630,185
0048a6f0,FUN_0048a6f0,141
0048a780,FUN_0048a780,164
0048a830,FUN_0048a830,29
0048a850,FUN_0048a850,457
0048aa20,FUN_0048aa20,44
0048aa50,FUN_0048aa50,272
0048ab70,FUN_0048ab70,435
0048ad50,FUN_0048ad50,134
0048ade0,FUN_0048ade0,19
0048ae00,FUN_0048ae00,354
0048af70,FUN_0048af70,128
0048aff0,FUN_0048aff0,541
0048b230,FUN_0048b230,519
0048b440,FUN_0048b440,483
0048b650,FUN_0048b650,355
0048b7c0,FUN_0048b7c0,407
0048b960,FUN_0048b960,387
0048baf0,FUN_0048baf0,117
0048bb70,FUN_0048bb70,104
0048bbe0,FUN_0048bbe0,36
0048bc10,FUN_0048bc10,13
0048cee0,FUN_0048cee0,110
0048cf70,FUN_0048cf70,28
0048cf90,FUN_0048cf90,337
0048d0f0,FUN_0048d0f0,80
0048d140,FUN_0048d140,485
0048d360,FUN_0048d360,434
0048d540,FUN_0048d540,434
0048d720,FUN_0048d720,434
0048d900,FUN_0048d900,505
0048db20,FUN_0048db20,505
0048dd40,FUN_0048dd40,505
0048df60,FUN_0048df60,505
0048e180,FUN_0048e180,434
0048e360,FUN_0048e360,619
0048e5f0,FUN_0048e5f0,373
0048e7b0,FUN_0048e7b0,97
0048e820,FUN_0048e820,599
0048eac0,FUN_0048eac0,250
0048ebc0,FUN_0048ebc0,33
0048ebf0,FUN_0048ebf0,1010
0048f260,FUN_0048f260,26
0048f290,FUN_0048f290,389
0048f420,FUN_0048f420,364
0048f590,FUN_0048f590,235
0048f680,FUN_0048f680,24
0048f6b0,FUN_0048f6b0,24
0048f6e0,FUN_0048f6e0,24
0048f710,FUN_0048f710,24
0048f740,FUN_0048f740,39
0048f780,FUN_0048f780,287
0048f8a0,FUN_0048f8a0,332
0048f9f0,FUN_0048f9f0,275
0048fb10,FUN_0048fb10,456
0048fce0,FUN_0048fce0,39
0048fd10,FUN_0048fd10,39
0048fd40,FUN_0048fd40,39
0048fd70,FUN_0048fd70,89
0048fdd0,FUN_0048fdd0,94
0048fe70,FUN_0048fe70,85
0048fef0,FUN_0048fef0,35
0048ff20,FUN_0048ff20,170
0048ffd0,FUN_0048ffd0,41
00490000,FUN_00490000,32
00490020,FUN_00490020,864
00490380,FUN_00490380,272
00490490,FUN_00490490,52
004904d0,FUN_004904d0,24
00490500,FUN_00490500,2353
00490e50,FUN_00490e50,30
00490e70,FUN_00490e70,215
00490f50,FUN_00490f50,39
00490f80,FUN_00490f80,39
00490fb0,FUN_00490fb0,59
00490ff0,FUN_00490ff0,20
00491010,FUN_00491010,20
00491030,FUN_00491030,59
00491070,FUN_00491070,69
004910c0,FUN_004910c0,620
00491340,FUN_00491340,323
00491490,FUN_00491490,19
004914b0,FUN_004914b0,115
00491530,FUN_00491530,89
00491590,FUN_00491590,491
00491780,FUN_00491780,23
00491b20,FUN_00491b20,173
00491bd0,FUN_00491bd0,28
00491c00,FUN_00491c00,583
00491e50,FUN_00491e50,173
00491f00,FUN_00491f00,611
00492170,FUN_00492170,59
004921b0,FUN_004921b0,25
004921d0,FUN_004921d0,156
00492270,FUN_00492270,31
00492290,FUN_00492290,70
004922e0,FUN_004922e0,82
00492340,FUN_00492340,47
00492370,FUN_00492370,198
00492440,FUN_00492440,125
004924c0,FUN_004924c0,30
004924e0,FUN_004924e0,6
004924f0,FUN_004924f0,414
004926c0,FUN_004926c0,173
00492770,FUN_00492770,78
004927c0,FUN_004927c0,500
004929d0,FUN_004929d0,790
00492d10,FUN_00492d10,6
00492d20,FUN_00492d20,11
00492d30,FUN_00492d30,266
00492e60,FUN_00492e60,44
00492e90,FUN_00492e90,1237
00493390,FUN_00493390,239
00493480,FUN_00493480,178
00493540,thunk_FUN_00495150,5
00493550,thunk_FUN_004938c0,5
00493560,thunk_FUN_004954f0,5
00493570,FUN_00493570,11
00493580,FUN_00493580,11
00493590,FUN_00493590,11
004935a0,FUN_004935a0,34
004935d0,FUN_004935d0,34
00493600,FUN_00493600,58
00493640,FUN_00493640,172
00493710,FUN_00493710,430
004938c0,FUN_004938c0,25
004938e0,FUN_004938e0,28
00493900,FUN_00493900,448
00493b50,FUN_00493b50,111
00493bc0,FUN_00493bc0,52
00493c00,FUN_00493c00,93
00493c60,FUN_00493c60,45
00493f00,FUN_00493f00,112
00493f70,FUN_00493f70,6
00493f80,FUN_00493f80,51
00493fc0,FUN_00493fc0,6
00493fd0,FUN_00493fd0,631
004942b0,FUN_004942b0,110
00494320,FUN_00494320,168
004943d0,FUN_004943d0,30
004943f0,FUN_004943f0,108
00494460,FUN_00494460,32
00494480,FUN_00494480,38
004944b0,FUN_004944b0,9
004944c0,FUN_004944c0,864
00494820,FUN_00494820,594
00494a80,FUN_00494a80,55
00494ac0,FUN_00494ac0,93
00494b20,FUN_00494b20,45
00494b65,FUN_00494b65,78
00494bc0,FUN_00494bc0,146
00494c60,FUN_00494c60,30
00494c80,FUN_00494c80,601
00494ee0,thunk_FUN_004d8560,5
00494ef0,thunk_FUN_00493f70,5
00494f00,thunk_FUN_00494a80,5
00494f10,thunk_FUN_00494480,5
00494f20,thunk_FUN_00494460,5
00494f30,FUN_00494f30,16
00494f40,FUN_00494f40,125
00494fd0,FUN_00494fd0,172
00495080,FUN_00495080,38
004950b0,FUN_004950b0,81
00495110,FUN_00495110,11
00495120,FUN_00495120,43
00495150,FUN_00495150,118
004951e0,thunk_FUN_00495780,5
004951f0,FUN_004951f0,122
00495270,FUN_00495270,12
00495280,FUN_00495280,99
004952f0,FUN_004952f0,84
00495350,FUN_00495350,402
004954f0,FUN_004954f0,45
00495520,FUN_00495520,6
00495530,FUN_00495530,70
00495580,FUN_00495580,42
004955b0,FUN_004955b0,12
004955c0,thunk_FUN_00495580,5
004955d0,FUN_004955d0,416
00495780,FUN_00495780,12
00495790,FUN_00495790,6
004957a0,FUN_004957a0,136
00495830,FUN_00495830,53
00495870,FUN_00495870,1544
00495e80,FUN_00495e80,94
00495fe0,FUN_00495fe0,42
00496010,FUN_00496010,46
00496040,FUN_00496040,90
004960a0,FUN_004960a0,50
004960e0,FUN_004960e0,30
00496100,FUN_00496100,531
00496320,FUN_00496320,78
00496370,FUN_00496370,55
004963b0,FUN_004963b0,30
004963d0,thunk_FUN_00496370,5
004963e0,FUN_004963e0,24
00496400,FUN_00496400,104
00496470,FUN_00496470,29
00496490,FUN_00496490,156
00496530,FUN_00496530,687
004967e0,FUN_004967e0,284
00496900,thunk_FUN_00497450,5
00496910,FUN_00496910,6
00496920,FUN_00496920,12
00496930,FUN_00496930,12
00496940,FUN_00496940,40
00496970,FUN_00496970,34
004969a0,FUN_004969a0,612
00496c10,FUN_00496c10,202
00496ce0,FUN_00496ce0,27
00496d00,FUN_00496d00,10
00496d20,FUN_00496d20,54
00496d60,FUN_00496d60,76
00496db0,FUN_00496db0,76
00496e40,FUN_00496e40,121
00496ec0,FUN_00496ec0,320
00497000,FUN_00497000,96
00497060,FUN_00497060,300
00497190,FUN_00497190,25
004971b0,FUN_004971b0,115
00497230,FUN_00497230,115
004972b0,FUN_004972b0,85
00497310,FUN_00497310,294
00497450,FUN_00497450,31
00497470,FUN_00497470,62
004974b0,FUN_004974b0,488
00497b10,FUN_00497b10,74
00497b60,FUN_00497b60,1135
004982a0,FUN_004982a0,191
00498510,FUN_00498510,653
004987b0,FUN_004987b0,90
00498810,FUN_00498810,69
00498860,FUN_00498860,171
00498910,FUN_00498910,50
00498950,FUN_00498950,90
004989b0,FUN_004989b0,77
00498a00,FUN_00498a00,344
00498b60,FUN_00498b60,83
00498bc0,FUN_00498bc0,6
00498bd0,FUN_00498bd0,6
00498be0,FUN_00498be0,6
00498bf0,FUN_00498bf0,6
00498c00,FUN_00498c00,276
00498d20,FUN_00498d20,53
00498d60,FUN_00498d60,219
00498e40,FUN_00498e40,86
00498ea0,FUN_00498ea0,183
00498f60,FUN_00498f60,516
00499170,FUN_00499170,128
00499400,FUN_00499400,653
00499690,FUN_00499690,89
004996f0,FUN_004996f0,32
00499710,FUN_00499710,6
00499720,FUN_00499720,6
00499730,FUN_00499730,6
00499740,FUN_00499740,100
004997b0,FUN_004997b0,102
00499890,FUN_00499890,784
00499ba0,FUN_00499ba0,278
00499cc0,FUN_00499cc0,18
00499ce0,FUN_00499ce0,166
00499d90,FUN_00499d90,779
0049a0a0,FUN_0049a0a0,32
0049a0e0,FUN_0049a0e0,99
0049a150,FUN_0049a150,32
0049a2e0,FUN_0049a2e0,10
0049a730,FUN_0049a730,16
0049a740,FUN_0049a740,10
0049aae0,FUN_0049aae0,34
0049ab10,FUN_0049ab10,47
0049b300,DirectInput8Create,6
0049c5d0,FUN_0049c5d0,73
0049c620,FUN_0049c620,102
0049c690,FUN_0049c690,4
0049c6a0,FUN_0049c6a0,8
0049c6b0,FUN_0049c6b0,22
0049c6d0,FUN_0049c6d0,10
0049c6e0,FUN_0049c6e0,103
0049c750,FUN_0049c750,28
0049c770,FUN_0049c770,26
0049c800,FUN_0049c800,8
0049c810,FUN_0049c810,48
0049c840,FUN_0049c840,124
0049c900,FUN_0049c900,41
0049c930,FUN_0049c930,93
0049c990,FUN_0049c990,97
0049ca00,FUN_0049ca00,96
0049ca60,FUN_0049ca60,156
0049cb00,FUN_0049cb00,32
0049cb20,FUN_0049cb20,166
0049cbd0,FUN_0049cbd0,104
0049cc40,FUN_0049cc40,39
0049cc80,FUN_0049cc80,75
0049ccd0,FUN_0049ccd0,159
0049cd70,FUN_0049cd70,157
0049ce10,FUN_0049ce10,147
0049ceb0,FUN_0049ceb0,31
0049cf00,FUN_0049cf00,58
0049cfb0,FUN_0049cfb0,191
0049d080,FUN_0049d080,25
0049d0a0,FUN_0049d0a0,23
0049d1d0,FUN_0049d1d0,44
0049d200,FUN_0049d200,58
0049d240,FUN_0049d240,43
0049d270,FUN_0049d270,85
0049d920,FUN_0049d920,54
0049d960,FUN_0049d960,54
0049d9a0,FUN_0049d9a0,113
0049da20,FUN_0049da20,107
0049da90,FUN_0049da90,101
0049db00,FUN_0049db00,177
0049dcb0,FUN_0049dcb0,80
0049dd60,FUN_0049dd60,248
0049de60,FUN_0049de60,15
0049de70,FUN_0049de70,16
0049de80,FUN_0049de80,16
0049de90,FUN_0049de90,216
0049df70,FUN_0049df70,298
0049e140,FUN_0049e140,77
0049e190,FUN_0049e190,93
0049e4b0,FUN_0049e4b0,207
0049e580,FUN_0049e580,52
0049e5c0,FUN_0049e5c0,53
0049e600,FUN_0049e600,57
0049e640,FUN_0049e640,117
0049e6c0,FUN_0049e6c0,386
0049ea70,FUN_0049ea70,54
0049eab0,FUN_0049eab0,30
0049ead0,thunk_FUN_0049fac0,5
0049ebc0,FUN_0049ebc0,45
0049ebf0,FUN_0049ebf0,30
0049ec10,FUN_0049ec10,103
0049ec80,FUN_0049ec80,30
0049eca0,FUN_0049eca0,28
0049ecc0,FUN_0049ecc0,161
0049eeb0,FUN_0049eeb0,19
0049ef10,FUN_0049ef10,78
0049ef60,FUN_0049ef60,204
0049f030,FUN_0049f030,67
0049f090,thunk_FUN_004a28b0,5
0049f0a0,FUN_0049f0a0,88
0049f180,FUN_0049f180,42
0049f1b0,FUN_0049f1b0,48
0049f1e0,FUN_0049f1e0,40
0049f210,FUN_0049f210,19
0049f2b0,FUN_0049f2b0,42
0049f2e0,FUN_0049f2e0,29
0049f300,FUN_0049f300,94
0049f420,FUN_0049f420,174
0049f4d0,FUN_0049f4d0,219
0049f5b0,FUN_0049f5b0,215
0049f690,FUN_0049f690,26
0049f830,FUN_0049f830,54
0049f950,FUN_0049f950,110
0049fa40,FUN_0049fa40,5
0049fac0,FUN_0049fac0,94
0049fc80,FUN_0049fc80,49
0049fcc0,FUN_0049fcc0,331
0049fe10,FUN_0049fe10,82
0049ff30,FUN_0049ff30,37
0049ff60,FUN_0049ff60,41
0049ffe0,FUN_0049ffe0,461
004a01b0,FUN_004a01b0,101
004a0220,FUN_004a0220,162
004a02d0,FUN_004a02d0,173
004a0380,FUN_004a0380,222
004a0550,FUN_004a0550,30
004a0570,FUN_004a0570,262
004a0680,FUN_004a0680,63
004a06c0,FUN_004a06c0,30
004a0ab0,FUN_004a0ab0,179
004a0c10,FUN_004a0c10,82
004a0d10,FUN_004a0d10,231
004a0e90,FUN_004a0e90,84
004a0ef0,FUN_004a0ef0,94
004a0fe0,FUN_004a0fe0,20
004a1000,FUN_004a1000,42
004a1030,FUN_004a1030,26
004a1050,FUN_004a1050,33
004a1080,FUN_004a1080,45
004a10b0,FUN_004a10b0,70
004a1100,FUN_004a1100,31
004a1160,FUN_004a1160,28
004a1180,FUN_004a1180,14
004a1190,FUN_004a1190,34
004a11c0,FUN_004a11c0,55
004a1200,FUN_004a1200,61
004a1240,FUN_004a1240,18
004a1260,FUN_004a1260,781
004a1570,FUN_004a1570,520
004a1780,timeSetEvent,6
004a1790,FUN_004a1790,13
004a17a0,FUN_004a17a0,27
004a17c0,FUN_004a17c0,221
004a1a60,FUN_004a1a60,90
004a1ac0,FUN_004a1ac0,90
004a1dc0,FUN_004a1dc0,47
004a21a0,FUN_004a21a0,169
004a2250,FUN_004a2250,179
004a2310,FUN_004a2310,47
004a2340,FUN_004a2340,87
004a23e0,FUN_004a23e0,92
004a2440,FUN_004a2440,28
004a2460,FUN_004a2460,49
004a2500,FUN_004a2500,34
004a2530,FUN_004a2530,71
004a25f0,FUN_004a25f0,34
004a2620,FUN_004a2620,87
004a2680,FUN_004a2680,34
004a26b0,FUN_004a26b0,43
004a26e0,FUN_004a26e0,3
004a26f0,FUN_004a26f0,28
004a2710,FUN_004a2710,28
004a2730,FUN_004a2730,57
004a2770,FUN_004a2770,24
004a2790,FUN_004a2790,17
004a27b0,FUN_004a27b0,53
004a27f0,FUN_004a27f0,104
004a2860,FUN_004a2860,72
004a28b0,FUN_004a28b0,98
004a2920,FUN_004a2920,27
004a2940,FUN_004a2940,52
004a2980,FUN_004a2980,170
004a2a30,FUN_004a2a30,103
004a2aa0,FUN_004a2aa0,60
004a2ae0,FUN_004a2ae0,7
004a2af0,FUN_004a2af0,12
004a2b00,FUN_004a2b00,46
004a2b30,FUN_004a2b30,26
004a2b50,thunk_FUN_004a2b00,5
004a2b60,FUN_004a2b60,88
004a2bb8,report_failure,41
004a2be9,__security_check_cookie,14
004a2bf7,FUN_004a2bf7,56
004a2c2f,FUN_004a2c2f,23
004a2c48,FUN_004a2c48,117
004a2cbd,FID_conflict:_wprintf,86
004a2d18,FUN_004a2d18,11
004a2d30,_pow,72
004a2d70,FUN_004a2d70,84
004a2dcd,FUN_004a2dcd,453
004a2f92,FUN_004a2f92,40
004a2fd0,_strchr,195
004a3090,FUN_004a3090,498
004a31b1,___crtExitProcess,47
004a31e1,FUN_004a31e1,9
004a31ea,FUN_004a31ea,9
004a31f3,FUN_004a31f3,101
004a3258,FUN_004a3258,211
004a332b,FUN_004a332b,17
004a333c,__exit,17
004a334d,FUN_004a334d,15
004a3370,FUN_004a3370,20
004a3384,FUN_004a3384,9
004a338d,FUN_004a338d,174
004a3440,__chkstk,61
004a3480,_strrchr,45
004a34b0,_strncpy,292
004a3620,FUN_004a3620,79
004a3678,FUN_004a3678,125
004a3700,FUN_004a3700,20
004a371d,FUN_004a371d,145
004a37b0,FUN_004a37b0,20
004a37cd,FUN_004a37cd,145
004a3860,_strstr,134
004a38e6,__copysign,33
004a3907,FUN_004a3907,21
004a391c,FUN_004a391c,154
004a39c0,FUN_004a39c0,20
004a39d4,FUN_004a39d4,9
004a39dd,FUN_004a39dd,174
004a3a90,_strncmp,57
004a3ac9,FUN_004a3ac9,187
004a3b84,FUN_004a3b84,86
004a3bda,_free,5
004a3bdf,_wcsncpy,61
004a3c1c,operator_new,14
004a3c2a,_JumpToContinuation,43
004a3c5a,FID_conflict:_CallMemberFunction1,7
004a3c61,_UnwindNestedFrames,82
004a3cb3,___CxxFrameHandler,54
004a3d0d,FUN_004a3d0d,110
004a3d7e,_GetRangeOfTrysToCheck,122
004a3df8,FUN_004a3df8,40
004a3e20,FUN_004a3e20,33
004a3e41,_FindAndUnlinkFrame,76
004a3e8d,FUN_004a3e8d,81
004a3ede,FUN_004a3ede,175
004a3f90,__global_unwind2,32
004a3fd2,__local_unwind2,104
004a403a,__abnormal_termination,35
004a405d,__NLG_Notify1,9
004a4066,FUN_004a4066,24
004a407e,__onexit_lk,128
004a40fe,___onexitinit,40
004a4126,__onexit,50
004a4158,FUN_004a4158,6
004a415e,_atexit,18
004a4170,__alldiv,170
004a4220,__allmul,52
004a4254,_fputs,103
004a42bb,FUN_004a42bb,10
004a42c5,FUN_004a42c5,87
004a431c,__fclose_lk,76
004a4368,_fclose,70
004a43b1,FUN_004a43b1,8
004a43b9,FUN_004a43b9,25
004a43d2,FUN_004a43d2,275
004a44e5,__fsopen,82
004a4537,FUN_004a4537,10
004a4541,FUN_004a4541,19
004a4554,__heap_alloc,111
004a45c6,FUN_004a45c6,9
004a45cf,__nh_malloc,44
004a45fb,_malloc,18
004a460d,_free,104
004a4660,FUN_004a4660,9
004a467e,_calloc,175
004a4728,FUN_004a4728,9
004a4739,_realloc,412
004a48a1,FUN_004a48a1,9
004a48e6,__fread_lk,233
004a49cf,_fread,66
004a4a11,FUN_004a4a11,10
004a4a1b,__fwrite_lk,263
004a4b22,_fwrite,66
004a4b64,FUN_004a4b64,10
004a4b6e,__amsg_exit,34
004a4b93,fast_error_exit,36
004a4bb7,entry,423
004a4da0,__aulldvrm,149
004a4e40,__aulldiv,104
004a4ea8,__flsbuf,281
004a4fc1,write_char,51
004a4ff4,write_multi_char,36
004a5018,write_string,55
004a504f,FUN_004a504f,1909
004a57e4,FUN_004a57e4,86
004a583a,FUN_004a583a,320
004a5984,__SEH_prolog,59
004a59bf,__SEH_epilog,17
004a59d0,__forcdecpt,60
004a5a71,__fassign,62
004a5aaf,__shift,29
004a5acc,__cftoe2,174
004a5b7a,FUN_004a5b7a,116
004a5bee,FUN_004a5bee,156
004a5c8a,FUN_004a5c8a,104
004a5cf2,FUN_004a5cf2,160
004a5d92,__cfltcvt,81
004a5de3,FUN_004a5de3,18
004a5df5,__ms_p5_test_fdiv,64
004a5e35,__ms_p5_mp_test_fdiv,41
004a5f07,___endstdio,20
004a5f1b,__lock_file,47
004a5f4a,__lock_file2,35
004a5f6d,__unlock_file,47
004a5f9c,__unlock_file2,35
004a5fbf,__stbuf,136
004a6047,__ftbuf,42
004a6071,FUN_004a6071,46
004a60a6,FUN_004a60a6,87
004a6100,FUN_004a6100,25
004a6119,FUN_004a6119,2861
004a6e60,__trandisp1,103
004a6ec7,__trandisp2,140
004a7030,FUN_004a7030,23
004a7047,__startOneArgErrorHandling,60
004a7090,FUN_004a7090,21
004a70a5,FUN_004a70a5,23
004a70bc,FUN_004a70bc,25
004a70d5,__fload_withFB,67
004a7118,FUN_004a7118,22
004a712e,FUN_004a712e,13
004a713b,__math_exit,42
004a7179,FUN_004a7179,163
004a721c,FUN_004a721c,106
004a7286,__powhlp,354
004a73e8,FUN_004a73e8,660
004a774d,__mtinitlocks,73
004a7796,__mtdeletelocks,85
004a77eb,FUN_004a77eb,21
004a7800,FUN_004a7800,127
004a787f,__lock,49
004a78b0,FUN_004a78b0,61
004a7940,FUN_004a7940,24
004a795e,FUN_004a795e,717
004a7c2c,FUN_004a7c2c,486
004a7e12,__set_exp,42
004a7e3c,FUN_004a7e3c,21
004a7e51,__sptype,91
004a7eac,FUN_004a7eac,186
004a7f66,__raise_exc,677
004a820b,FUN_004a820b,546
004a842d,FID_conflict:__set_errno_from_matherr,40
004a8455,__errcode,45
004a8482,__umatherr,158
004a8520,__handle_qnan1,83
004a8573,__handle_qnan2,95
004a85d2,FUN_004a85d2,190
004a8690,FUN_004a8690,207
004a875f,FUN_004a875f,13
004a876c,FUN_004a876c,14
004a877a,__ctrlfp,36
004a879e,FUN_004a879e,89
004a87f7,FUN_004a87f7,30
004a8815,__initptd,19
004a8828,__getptd,113
004a8899,FUN_004a8899,339
004a89ef,FUN_004a89ef,9
004a89fb,FUN_004a89fb,9
004a8a04,FUN_004a8a04,111
004a8a73,TypeMatch,79
004a8ae0,___FrameUnwindToState,148
004a8b93,FUN_004a8b93,27
004a8bae,___DestructExceptionObject,52
004a8bf3,FUN_004a8bf3,29
004a8c10,FUN_004a8c10,151
004a8d53,FUN_004a8d53,100
004a8db7,BuildCatchObject,368
004a8f33,CatchIt,103
004a8f9a,FUN_004a8f9a,192
004a905a,FUN_004a905a,482
004a923c,___InternalCxxFrameHandler,162
004a92de,terminate,46
004a9313,_inconsistency,38
004a9340,__CallSettingFrame@12,76
004a938c,__msize,106
004a93f9,FUN_004a93f9,9
004a9410,_strlen,139
004a949b,FUN_004a949b,131
004a951e,__close,144
004a9595,FUN_004a9595,8
004a95b9,__freebuf,43
004a95e4,__flush,93
004a9641,__fflush_lk,46
004a966f,flsall,182
004a970f,FUN_004a970f,17
004a973b,FUN_004a973b,9
004a9744,__flushall,9
004a974d,FUN_004a974d,267
004a9858,FUN_004a9858,512
004a9a58,FUN_004a9a58,625
004a9cc9,cvtdate,440
004a9e81,FUN_004a9e81,395
004aa00c,FUN_004aa00c,46
004aa03a,FUN_004aa03a,32
004aa060,__aullrem,117
004aa0d5,__openfile,360
004aa23d,FUN_004aa23d,9
004aa246,FUN_004aa246,9
004aa24f,__dosmaperr,115
004aa2c2,__getstream,278
004aa3db,FUN_004aa3db,9
004aa3e4,___heap_select,26
004aa3fe,__heap_init,81
004aa44f,___sbh_heap_init,72
004aa497,___sbh_find_block,43
004aa4c2,___sbh_free_block,792
004aa7da,___sbh_alloc_new_region,183
004aa891,___sbh_alloc_new_group,262
004aa997,___sbh_resize_block,735
004aac76,___sbh_alloc_block,764
004aaf72,__callnewh,27
004aaf90,_memset,96
004aaff0,_memcpy,672
004ab32d,__filbuf,225
004ab40e,FUN_004ab40e,461
004ab5db,__read,160
004ab662,FUN_004ab662,8
004ab686,FUN_004ab686,421
004ab82b,__write,160
004ab8b2,FUN_004ab8b2,8
004ab8d6,FUN_004ab8d6,375
004aba4d,__FF_MSGBANNER,57
004aba86,__XcptFilter,356
004abbea,FUN_004abbea,105
004abc53,__setenvp,199
004abd1a,FUN_004abd1a,364
004abe86,FUN_004abe86,162
004abf28,___crtGetEnvironmentStringsA,290
004ac04a,FUN_004ac04a,510
004ac248,__lseek_lk,116
004ac2bc,__lseek,160
004ac343,FUN_004ac343,8
004ac367,__getbuf,68
004ac3ab,__isatty,42
004ac3d5,___wctomb_mt,96
004ac435,_wctomb,39
004ac45c,___crtMessageBoxA,249
004ac560,FUN_004ac560,7
004ac570,FUN_004ac570,232
004ac71d,FUN_004ac71d,27
004ac738,_isalpha,63
004ac777,_isdigit,58
004ac7b1,_isxdigit,63
004ac7f0,_isspace,58
004ac82a,_isalnum,63
004ac869,FUN_004ac869,200
004ac931,_tolower,34
004ac953,__ZeroTail,50
004ac985,__IncMan,77
004ac9d2,__RoundMan,114
004aca44,__CopyMan,27
004aca5f,__IsZeroMan,25
004aca78,__ShrMan,123
004acaf3,__ld12cvt,344
004acc4b,FID_conflict:__ld12tod,22
004acc61,FID_conflict:__ld12tod,22
004acc77,FUN_004acc77,67
004accba,FUN_004accba,67
004acd00,_memmove,672
004ad03d,FUN_004ad03d,119
004ad0b4,___dtold,186
004ad16e,FUN_004ad16e,114
004ad1e0,FUN_004ad1e0,9
004ad1e9,__abstract_cw,146
004ad27b,__hw_cw,142
004ad309,__control87,50
004ad33b,__controlfp,22
004ad351,__fcloseall,146
004ad3e3,FUN_004ad3e3,9
004adbf6,FUN_004adbf6,518
004addfc,FUN_004addfc,178
004ae17b,FUN_004ae17b,254
004ae279,FUN_004ae279,19
004ae28c,FUN_004ae28c,3
004ae28f,___crtInitCritSecNoSpinCount@8,16
004ae29f,___crtInitCritSecAndSpinCount,103
004ae32a,FUN_004ae32a,202
004ae3f4,FUN_004ae3f4,194
004ae4b6,__strcats,36
004ae4da,FUN_004ae4da,210
004ae5ac,FUN_004ae5ac,78
004ae5fa,___updatetlocinfo,50
004ae62c,FUN_004ae62c,9
004ae635,FUN_004ae635,191
004ae6f4,FUN_004ae6f4,300
004ae820,FUN_004ae820,542
004aea3e,FUN_004aea3e,479
004aec1d,FUN_004aec1d,337
004aed66,FUN_004aed66,9
004aed77,FUN_004aed77,47
004aeda6,setSBCS,41
004aedcf,FUN_004aedcf,402
004aef61,___updatetmbcinfo,99
004aefc7,FUN_004aefc7,9
004aefd0,FUN_004aefd0,406
004af166,__setmbcp,327
004af2ad,FUN_004af2ad,9
004af2b6,___initmbctable,30
004af2d4,FUN_004af2d4,70
004af32d,FUN_004af32d,13
004af340,_strcmp,135
004af3c8,FID_conflict:_ValidateRead,28
004af3e4,FID_conflict:_ValidateRead,28
004af400,_ValidateExecute,24
004af418,_abort,23
004af430,__set_osfhnd,124
004af4ac,__free_osfhnd,127
004af52b,__get_osfhandle,65
004af56c,FUN_004af56c,115
004af5df,__unlock_fhandle,34
004af601,FUN_004af601,333
004af74e,__commit,177
004af7ee,FUN_004af7ee,8
004af80a,__gmtime64,549
004afa30,__allrem,178
004afae2,_atol,136
004afb6a,_atol,5
004afb6f,FID_conflict:__getenv_lk,129
004afbf0,FUN_004afbf0,743
004afed7,__sopen,69
004aff1c,FUN_004aff1c,16
004aff2c,__lseeki64_lk,131
004affaf,FUN_004affaf,49
004affe0,FUN_004affe0,17
004afff1,FUN_004afff1,119
004b0068,FUN_004b0068,39
004b008f,___crtLCMapStringA,886
004b044b,___addl,33
004b046c,___add_12,94
004b04ca,___shl_12,46
004b04f8,___shr_12,45
004b0525,FUN_004b0525,228
004b0609,FUN_004b0609,1034
004b0a43,FUN_004b0a43,660
004b0cd7,siglookup,46
004b0d05,_raise,356
004b0e40,FUN_004b0e40,13
004b0e7e,__get_lc_time,871
004b11e5,___free_lc_time,400
004b13d4,___free_lconv_num,95
004b1433,___init_numeric,461
004b1600,___free_lconv_mon,217
004b16d9,___init_monetary,575
004b1918,FUN_004b1918,451
004b1ae0,_strcspn,70
004b1b26,_TranslateName,96
004b1b86,FUN_004b1b86,26
004b1ba0,FUN_004b1ba0,124
004b1c1c,FUN_004b1c1c,30
004b1c3a,FUN_004b1c3a,227
004b1d1d,_LcidFromHexString,53
004b1d52,_GetPrimaryLen,29
004b1d6f,FUN_004b1d6f,154
004b1e09,FUN_004b1e09,119
004b1e80,FUN_004b1e80,544
