rva,end,size,name,thunk
004c2f00,004c2f2c,45,FUN_004c2f00,0
004c2f30,004c2f53,36,FUN_004c2f30,0
004c2f60,004c2fae,79,FUN_004c2f60,0
004c2fb0,004c3031,130,FUN_004c2fb0,0
004c3040,004c30a5,102,FUN_004c3040,0
004c30b0,004c326e,447,FUN_004c30b0,0
004c3270,004c32a1,50,FUN_004c3270,0
004c32b0,004c35af,768,FUN_004c32b0,0
004c35f0,004c3669,122,FUN_004c35f0,0
004c3730,004c37c5,150,FUN_004c3730,0
004c3880,004c3904,133,FUN_004c3880,0
004c3910,004c39a4,149,FUN_004c3910,0
004c39b0,004c3abe,271,FUN_004c39b0,0
004c3ac0,004c3b2f,112,FUN_004c3ac0,0
004c3b30,004c3b83,84,FUN_004c3b30,0
004c3b90,004c3be6,87,FUN_004c3b90,0
004c3bf0,004c3c54,101,FUN_004c3bf0,0
004c3c60,004c3d59,250,FUN_004c3c60,0
004c3d60,004c3d85,38,FUN_004c3d60,0
004c3d90,004c3dba,43,FUN_004c3d90,0
004c3dc0,004c3de5,38,FUN_004c3dc0,0
004c3df0,004c3e1a,43,FUN_004c3df0,0
004c40b0,004c40d2,35,FUN_004c40b0,0
004c4220,004c4264,69,FUN_004c4220,0
004c4270,004c42ca,91,FUN_004c4270,0
004c42d0,004c4358,137,FUN_004c42d0,0
004c4360,004c4427,200,FUN_004c4360,0
004c4530,004c45e2,179,FUN_004c4530,0
004c45f0,004c45fb,12,FUN_004c45f0,0
004c4600,004c466e,111,FUN_004c4600,0
004c4670,004c4674,5,thunk_FUN_004c4680,1
004c4680,004c4a47,968,FUN_004c4680,0
004c4a50,004c4d1c,717,FUN_004c4a50,0
004c4d20,004c4dba,155,FUN_004c4d20,0
004c4dc0,004c4ea0,225,FUN_004c4dc0,0
004c4eb0,004c5001,338,FUN_004c4eb0,0
004c5010,004c519d,398,FUN_004c5010,0
004c51a0,004c52e2,323,FUN_004c51a0,0
004c52f0,004c5469,378,FUN_004c52f0,0
004c5470,004c567c,525,FUN_004c5470,0
004c5680,004c5769,234,FUN_004c5680,0
004c5770,004c5792,35,FUN_004c5770,0
004c57a0,004c57f2,83,FUN_004c57a0,0
004c5800,004c5819,26,FUN_004c5800,0
004c5820,004c582f,16,FUN_004c5820,0
004c5830,004c5849,26,FUN_004c5830,0
004c5850,004c585f,16,FUN_004c5850,0
004c5860,004c588e,47,FUN_004c5860,0
004c5890,004c5927,152,FUN_004c5890,0
004c5930,004c59b4,133,FUN_004c5930,0
004c59c0,004c59ff,64,FUN_004c59c0,0
004c5a00,004c5a59,90,FUN_004c5a00,0
004c5a60,004c5ad8,121,FUN_004c5a60,0
004c5ae0,004c5b4d,110,FUN_004c5ae0,0
004c5b50,004c5bbd,110,FUN_004c5b50,0
004c5bc0,004c5bf9,58,FUN_004c5bc0,0
004c5c00,004c5c72,115,FUN_004c5c00,0
004c5c80,004c5c94,21,FUN_004c5c80,0
004c5ca0,004c5caf,16,FUN_004c5ca0,0
004c5cb0,004c5d96,231,FUN_004c5cb0,0
004c5da0,004c5dc6,39,FUN_004c5da0,0
004c5dd0,004c5df2,35,FUN_004c5dd0,0
004c6140,004c61af,112,FUN_004c6140,0
004c6580,004c674f,464,FUN_004c6580,0
004c6750,004c6b93,1092,FUN_004c6750,0
004c6ba0,004c71fe,1631,FUN_004c6ba0,0
004c75c0,004c75d5,22,FUN_004c75c0,0
004c75e0,004c75fa,27,FUN_004c75e0,0
004c7600,004c761b,28,FUN_004c7600,0
004c7620,004c7643,36,FUN_004c7620,0
004c7650,004c768d,62,FUN_004c7650,0
004c7690,004c76b6,39,FUN_004c7690,0
004c76c0,004c76e7,40,FUN_004c76c0,0
004c76f0,004c7725,54,FUN_004c76f0,0
004c7730,004c775e,47,FUN_004c7730,0
004c7760,004c77b8,89,FUN_004c7760,0
004c77c0,004c7859,154,FUN_004c77c0,0
004c7860,004c7895,54,FUN_004c7860,0
004c79f0,004c7a13,36,FUN_004c79f0,0
004c7a20,004c7a5a,59,FUN_004c7a20,0
004c7a60,004c7a64,5,thunk_FUN_004cfa00,1
004c7a70,004c856a,2811,FUN_004c7a70,0
004c8650,004c868f,64,FUN_004c8650,0
004c8690,004c8738,169,FUN_004c8690,0
004c8740,004c87f3,180,FUN_004c8740,0
004c8800,004c8c49,1098,FUN_004c8800,0
004c8c70,004c8e47,472,FUN_004c8c70,0
004c8e50,004c9092,579,FUN_004c8e50,0
004c90a0,004c926a,459,FUN_004c90a0,0
004c9ad0,004c9cc2,499,FUN_004c9ad0,0
004c9cd0,004c9e8a,443,FUN_004c9cd0,0
004c9eb0,004c9f42,147,FUN_004c9eb0,0
004c9f50,004c9f59,10,FUN_004c9f50,0
004c9f60,004c9fa2,67,FUN_004c9f60,0
004c9fb0,004ca157,424,FUN_004c9fb0,0
004cae90,004cae95,6,FUN_004cae90,0
004caea0,004cafcb,300,FUN_004caea0,0
004cafd0,004cb063,148,FUN_004cafd0,0
004cb070,004cb0a7,56,FUN_004cb070,0
004cb0b0,004cb0e2,51,FUN_004cb0b0,0
004cb0f0,004cb122,51,FUN_004cb0f0,0
004cb130,004cb189,90,FUN_004cb130,0
004cb190,004cb2b9,298,FUN_004cb190,0
004cb2c0,004cb2e3,36,FUN_004cb2c0,0
004cb2f0,004cb321,50,FUN_004cb2f0,0
004cb330,004cb487,344,FUN_004cb330,0
004cb490,004cb4b9,42,FUN_004cb490,0
004cb4c0,004cb5ff,320,FUN_004cb4c0,0
004cb600,004cb6eb,236,FUN_004cb600,0
004cb740,004cb833,244,FUN_004cb740,0
004cb840,004cb868,41,FUN_004cb840,0
004cb8a0,004cba7f,480,FUN_004cb8a0,0
004cba80,004cbacb,76,FUN_004cba80,0
004cbad0,004cbaff,48,FUN_004cbad0,0
004cbb00,004cbb1d,30,FUN_004cbb00,0
004cbb20,004cbb41,34,FUN_004cbb20,0
004cbb50,004cbb5a,11,FUN_004cbb50,0
004cbb60,004cbb65,6,FUN_004cbb60,0
004cbb70,004cbbc1,82,FUN_004cbb70,0
004cbbd0,004cbc51,130,FUN_004cbbd0,0
004cbc60,004cbc69,10,FUN_004cbc60,0
004cbc70,004cbc75,6,FUN_004cbc70,0
004cbc80,004cbc89,10,FUN_004cbc80,0
004cbc90,004cbc95,6,FUN_004cbc90,0
004cbd30,004cbe6d,318,FUN_004cbd30,0
004cbe80,004cc03c,445,FUN_004cbe80,0
004cc050,004cc149,250,FUN_004cc050,0
004cc160,004cc212,179,FUN_004cc160,0
004cc230,004cc3e7,440,FUN_004cc230,0
004cc400,004cc4e6,231,FUN_004cc400,0
004cc4f0,004cc50b,28,FUN_004cc4f0,0
004cc580,004cc5d1,82,FUN_004cc580,0
004cc5e0,004cc6d3,244,FUN_004cc5e0,0
004cc6e0,004cc76d,142,FUN_004cc6e0,0
004cc770,004cc78b,28,FUN_004cc770,0
004cc790,004cc7df,80,FUN_004cc790,0
004cc7e0,004cc7e9,10,FUN_004cc7e0,0
004cc7f0,004cc810,33,FUN_004cc7f0,0
004cc820,004cc9d0,433,FUN_004cc820,0
004cc9e0,004cc9e4,5,thunk_FUN_004cc820,1
004cc9f0,004cca77,136,FUN_004cc9f0,0
004ccba0,004ccc48,169,FUN_004ccba0,0
004ccc50,004cccd9,138,FUN_004ccc50,0
004ccce0,004ccddd,254,FUN_004ccce0,0
004ccde0,004cce12,51,FUN_004ccde0,0
004cce20,004ccee6,199,FUN_004cce20,0
004ccf20,004cd057,312,FUN_004ccf20,0
004cd060,004cd06a,11,FUN_004cd060,0
004cd070,004cd133,196,FUN_004cd070,0
004cd140,004cd16e,47,FUN_004cd140,0
004cd170,004cd2ad,318,FUN_004cd170,0
004cd2d0,004cd40e,319,FUN_004cd2d0,0
004cd430,004cd4f5,198,FUN_004cd430,0
004cd500,004cd546,71,FUN_004cd500,0
004cd550,004cd7d3,644,FUN_004cd550,0
004cdca0,004cdcf6,87,FUN_004cdca0,0
004cdd00,004cdd55,86,FUN_004cdd00,0
004cdd60,004cde1b,188,FUN_004cdd60,0
004cde20,004cde49,42,FUN_004cde20,0
004cde50,004cdf15,198,FUN_004cde50,0
004cdf20,004ce2c7,936,FUN_004cdf20,0
004ce2d0,004ce389,186,FUN_004ce2d0,0
004ce390,004ce47f,240,FUN_004ce390,0
004ce480,004ce5cc,333,FUN_004ce480,0
004ce5d0,004ce682,179,FUN_004ce5d0,0
004ce690,004ce6bc,45,FUN_004ce690,0
004ce6c0,004ce6e6,39,FUN_004ce6c0,0
004ce790,004ce8d7,328,FUN_004ce790,0
004ce8e0,004ce964,133,FUN_004ce8e0,0
004ce970,004ceae6,375,FUN_004ce970,0
004ceaf0,004ceb91,162,FUN_004ceaf0,0
004ceba0,004cecae,271,FUN_004ceba0,0
004cecb0,004cee83,468,FUN_004cecb0,0
004cee90,004cefcf,320,FUN_004cee90,0
004cefd0,004cf15a,395,FUN_004cefd0,0
004cf160,004cf2a4,325,FUN_004cf160,0
004cf2b0,004cf429,378,FUN_004cf2b0,0
004cf430,004cf451,34,FUN_004cf430,0
004cf460,004cf495,54,FUN_004cf460,0
004cf4a0,004cf593,244,FUN_004cf4a0,0
004cf5a0,004cf7c0,545,FUN_004cf5a0,0
004cf7d0,004cf9d1,514,FUN_004cf7d0,0
004cf9e0,004cf9f1,18,FUN_004cf9e0,0
004cfa00,004cfdc6,967,FUN_004cfa00,0
004cfe20,004cfe38,25,FUN_004cfe20,0
004cfe40,004cfed4,149,FUN_004cfe40,0
004cfee0,004cfefb,28,FUN_004cfee0,0
004cff00,004cff11,18,FUN_004cff00,0
004cff20,004d0269,842,FUN_004cff20,0
004d0290,004d0507,632,FUN_004d0290,0
004d0660,004d075a,251,FUN_004d0660,0
004d07b0,004d0cf6,1351,FUN_004d07b0,0
004d0d00,004d0fb6,695,FUN_004d0d00,0
004d1020,004d15d3,1460,FUN_004d1020,0
004d1640,004d1d06,1735,FUN_004d1640,0
004d1d20,004d1d62,67,FUN_004d1d20,0
004d1d70,004d1e11,162,FUN_004d1d70,0
004d1e30,004d2325,1270,FUN_004d1e30,0
004d2340,004d294b,1548,FUN_004d2340,0
004d2980,004d2c75,758,FUN_004d2980,0
004d2c80,004d2e29,426,FUN_004d2c80,0
004d2e30,004d308f,608,FUN_004d2e30,0
004d3090,004d3429,922,FUN_004d3090,0
004d3510,004d38a1,914,FUN_004d3510,0
004d38b0,004d38e2,51,FUN_004d38b0,0
004d38f0,004d394c,93,FUN_004d38f0,0
004d3950,004d39a6,87,FUN_004d3950,0
004d39b0,004d3a0c,93,FUN_004d39b0,0
004d3a10,004d3a50,65,FUN_004d3a10,0
004d3a60,004d3aa0,65,FUN_004d3a60,0
004d3ab0,004d3af0,65,FUN_004d3ab0,0
004d3b00,004d3d48,585,FUN_004d3b00,0
004d3d50,004d3da7,88,FUN_004d3d50,0
004d3db0,004d3e81,210,FUN_004d3db0,0
004d3e90,004d40b1,546,FUN_004d3e90,0
004d40c0,004d40c5,6,FUN_004d40c0,0
004d40d0,004d416e,159,FUN_004d40d0,0
004d4170,004d41d5,102,FUN_004d4170,0
004d41e0,004d424e,111,FUN_004d41e0,0
004d4250,004d42a3,84,FUN_004d4250,0
004d42b0,004d4309,90,FUN_004d42b0,0
004d4310,004d437b,108,FUN_004d4310,0
004d4380,004d4903,1412,FUN_004d4380,0
004d4910,004d4a1e,271,FUN_004d4910,0
004d4a20,004d4bed,462,FUN_004d4a20,0
004d4bf0,004d4dc9,474,FUN_004d4bf0,0
004d4dd0,004d4ef2,291,FUN_004d4dd0,0
004d4f00,004d4f8d,142,FUN_004d4f00,0
004d4f90,004d518b,508,FUN_004d4f90,0
004d5190,004d52c5,310,FUN_004d5190,0
004d52d0,004d5302,51,FUN_004d52d0,0
004d5310,004d533f,48,FUN_004d5310,0
004d5340,004d53aa,107,FUN_004d5340,0
004d53b0,004d5472,195,FUN_004d53b0,0
004d5480,004d54c2,67,FUN_004d5480,0
004d54d0,004d54e1,18,FUN_004d54d0,0
004d54f0,004d5549,90,FUN_004d54f0,0
004d5550,004d556e,31,FUN_004d5550,0
004d5570,004d55ae,63,FUN_004d5570,0
004d55b0,004d5bbf,1552,FUN_004d55b0,0
004d5bc0,004d61fa,1595,FUN_004d5bc0,0
004d6200,004d690d,1806,FUN_004d6200,0
004d6910,004d6b14,517,FUN_004d6910,0
004d6b90,004d6c3f,176,FUN_004d6b90,0
004d6c40,004d6c8d,78,FUN_004d6c40,0
004d6c90,004d6cdd,78,FUN_004d6c90,0
004d6ce0,004d6e56,375,FUN_004d6ce0,0
004d6e60,004d6e6e,15,FUN_004d6e60,0
004d6e70,004d70f2,643,FUN_004d6e70,0
004d7100,004d71ea,235,FUN_004d7100,0
004d71f0,004d71f5,6,FUN_004d71f0,0
004d7200,004d7247,72,FUN_004d7200,0
004d7250,004d729d,78,FUN_004d7250,0
004d72a0,004d72ed,78,FUN_004d72a0,0
004d72f0,004d733d,78,FUN_004d72f0,0
004d7340,004d738d,78,FUN_004d7340,0
004d7390,004d73d7,72,FUN_004d7390,0
004d73e0,004d7427,72,FUN_004d73e0,0
004d7430,004d7477,72,FUN_004d7430,0
004d7480,004d7a46,1479,FUN_004d7480,0
004d7ac0,004d7bbc,253,FUN_004d7ac0,0
004d7bc0,004d7c0d,78,FUN_004d7bc0,0
004d7c10,004d7c5d,78,FUN_004d7c10,0
004d7c60,004d7c9c,61,FUN_004d7c60,0
004d7ca0,004d7d64,197,FUN_004d7ca0,0
004d7db0,004d7dd1,34,FUN_004d7db0,0
004d7de0,004d7fe2,515,FUN_004d7de0,0
004d7ff0,004d7ff4,5,FUN_004d7ff0,0
004d8000,004d8052,83,FUN_004d8000,0
004d8060,004d808c,45,FUN_004d8060,0
004d8090,004d80c3,52,FUN_004d8090,0
004d80d0,004d8278,425,FUN_004d80d0,0
004d8280,004d82f9,122,FUN_004d8280,0
004d8300,004d834f,80,FUN_004d8300,0
004d8350,004d83ce,127,FUN_004d8350,0
004d83d0,004d8427,88,FUN_004d83d0,0
004d8480,004d84d5,86,FUN_004d8480,0
004d84e0,004d8529,74,FUN_004d84e0,0
004d8560,004d8565,6,FUN_004d8560,0
004d8570,004d867f,272,FUN_004d8570,0
004d8680,004d86c7,72,FUN_004d8680,0
004d8770,004d8791,34,FUN_004d8770,0
004d87a0,004d8802,99,FUN_004d87a0,0
004d8810,004d8a70,609,FUN_004d8810,0
004d8bd0,004d8c39,106,FUN_004d8bd0,0
004d8c40,004d8cb5,118,FUN_004d8c40,0
004d8eb0,004d8f9f,240,FUN_004d8eb0,0
004d9050,004d935f,784,FUN_004d9050,0
004d9360,004d9494,309,FUN_004d9360,0
004d94a0,004d9523,132,FUN_004d94a0,0
004d9530,004d9a57,1320,FUN_004d9530,0
004d9a60,004d9b9f,320,FUN_004d9a60,0
004d9ba0,004d9cfc,349,FUN_004d9ba0,0
004d9d00,004d9edb,476,FUN_004d9d00,0
004d9ee0,004d9ff4,277,FUN_004d9ee0,0
004da000,004da260,609,FUN_004da000,0
004da270,004da429,442,FUN_004da270,0
004da430,004da472,67,FUN_004da430,0
004da480,004da4e4,101,FUN_004da480,0
004da4f0,004da9f8,1289,FUN_004da4f0,0
004daa00,004daa35,54,FUN_004daa00,0
004daa40,004daaef,176,FUN_004daa40,0
004daaf0,004dab63,116,FUN_004daaf0,0
004dab70,004dabc3,84,FUN_004dab70,0
004dabd0,004dafe4,1045,FUN_004dabd0,0
004daff0,004db2d4,741,FUN_004daff0,0
004db2e0,004db3db,252,FUN_004db2e0,0
004db3e0,004db54f,368,FUN_004db3e0,0
004db550,004db5a7,88,FUN_004db550,0
004db770,004db83d,206,FUN_004db770,0
004dba60,004dbc75,534,FUN_004dba60,0
004dc160,004dc1ef,144,FUN_004dc160,0
004dc1f0,004dc270,129,FUN_004dc1f0,0
004dc280,004dc2fe,127,FUN_004dc280,0
004dc300,004dc36f,112,FUN_004dc300,0
004dc370,004dc409,154,FUN_004dc370,0
004dc410,004dc49a,139,FUN_004dc410,0
004dc4a0,004dc528,137,FUN_004dc4a0,0
004dc530,004dc5a9,122,FUN_004dc530,0
004dc5b0,004dc743,404,FUN_004dc5b0,0
004dc750,004dc898,329,FUN_004dc750,0
004dc8a0,004dc8d0,49,FUN_004dc8a0,0
004dc8e0,004dc96c,141,FUN_004dc8e0,0
004dc970,004dc9d6,103,FUN_004dc970,0
004dc9e0,004dca9b,188,FUN_004dc9e0,0
004dcaa0,004dcb7b,220,FUN_004dcaa0,0
004dcb80,004dcba2,35,FUN_004dcb80,0
004dcbb0,004dcd20,369,FUN_004dcbb0,0
004dcd30,004dcd43,20,FUN_004dcd30,0
004dcd50,004dcdb6,103,FUN_004dcd50,0
004dcdc0,004dcf87,456,FUN_004dcdc0,0
004dcf90,004dcfe6,87,FUN_004dcf90,0
004dcff0,004dd04b,92,FUN_004dcff0,0
004dd050,004dd0a6,87,FUN_004dd050,0
004dd0b0,004dd131,130,FUN_004dd0b0,0
004dd140,004dd145,6,Direct3DCreate9,1
004dd150,004dd2d1,386,FUN_004dd150,0
004ddcb0,004ddd5f,176,FUN_004ddcb0,0
004ddd60,004ddfaa,587,FUN_004ddd60,0
004ddfb0,004de1a4,501,FUN_004ddfb0,0
004de1b0,004de383,468,FUN_004de1b0,0
004de390,004de7ce,1087,FUN_004de390,0
004de800,004dea33,564,FUN_004de800,0
004dee20,004dee37,24,FUN_004dee20,0
004dee40,004df02a,491,FUN_004dee40,0
004df120,004df6ab,1420,FUN_004df120,0
004df750,004df7c6,119,FUN_004df750,0
004df870,004df896,39,FUN_004df870,0
004df8a0,004df8c6,39,FUN_004df8a0,0
004df8d0,004df903,52,FUN_004df8d0,0
004df910,004df941,50,FUN_004df910,0
004df950,004df97a,43,FUN_004df950,0
004df980,004df9a6,39,FUN_004df980,0
004df9b0,004df9d6,39,FUN_004df9b0,0
004df9e0,004dfa01,34,FUN_004df9e0,0
004dfa10,004dfa31,34,FUN_004dfa10,0
004dfa40,004dfa61,34,FUN_004dfa40,0
004dfa70,004dfa91,34,FUN_004dfa70,0
004dfaa0,004dfaad,14,FUN_004dfaa0,0
004dfab0,004dfb05,86,FUN_004dfab0,0
004dfb10,004dfb5a,75,FUN_004dfb10,0
004dfb60,004dfbb0,81,FUN_004dfb60,0
004dfbc0,004e02cc,1805,FUN_004dfbc0,0
004e02d0,004e075e,1167,FUN_004e02d0,0
004e08b0,004e0911,98,FUN_004e08b0,0
004e0920,004e0b61,578,FUN_004e0920,0
004e1290,004e1295,6,FUN_004e1290,0
004e12a0,004e12a5,6,FUN_004e12a0,0
004e12b0,004e13ee,319,FUN_004e12b0,0
004e13f0,004e1496,167,FUN_004e13f0,0
004e14a0,004e15ea,331,FUN_004e14a0,0
004e15f0,004e166f,128,FUN_004e15f0,0
004e1670,004e1701,146,FUN_004e1670,0
004e1710,004e1777,104,FUN_004e1710,0
004e1780,004e17d9,90,FUN_004e1780,0
004e17e0,004e18ed,270,FUN_004e17e0,0
004e18f0,004e1956,103,FUN_004e18f0,0
004e1960,004e1985,38,FUN_004e1960,0
004e1990,004e19e7,88,FUN_004e1990,0
004e19f0,004e1a87,152,FUN_004e19f0,0
004e1a90,004e1ab8,41,FUN_004e1a90,0
004e1ac0,004e1af6,55,FUN_004e1ac0,0
004e1b00,004e1b28,41,FUN_004e1b00,0
004e1b30,004e1b58,41,FUN_004e1b30,0
004e1b60,004e1c8a,299,FUN_004e1b60,0
004e1c90,004e1cd4,69,FUN_004e1c90,0
004e1ce0,004e1d1c,61,FUN_004e1ce0,0
004e1d20,004e1de2,195,FUN_004e1d20,0
004e1df0,004e1e60,113,FUN_004e1df0,0
004e1e70,004e1f59,234,FUN_004e1e70,0
004e2030,004e208a,91,FUN_004e2030,0
004e2090,004e2412,899,FUN_004e2090,0
004e2420,004e246c,77,FUN_004e2420,0
004e2470,004e24f3,132,FUN_004e2470,0
004e2500,004e2524,37,FUN_004e2500,0
004e2530,004e2640,273,FUN_004e2530,0
004e2650,004e2929,730,FUN_004e2650,0
004e2930,004e2b5f,560,FUN_004e2930,0
004e2b60,004e2be8,137,FUN_004e2b60,0
004e2bf0,004e2f63,884,FUN_004e2bf0,0
004e2fa0,004e2fe3,68,FUN_004e2fa0,0
004e2ff0,004e306c,125,FUN_004e2ff0,0
004e3160,004e33b5,598,FUN_004e3160,0
004e33c0,004e3403,68,FUN_004e33c0,0
004e3410,004e3460,81,FUN_004e3410,0
004e3470,004e3694,549,FUN_004e3470,0
004e4130,004e4188,89,FUN_004e4130,0
004e41b0,004e41d3,36,FUN_004e41b0,0
004e42a0,004e42c2,35,FUN_004e42a0,0
004e42d0,004e42f9,42,FUN_004e42d0,0
004e4300,004e4319,26,FUN_004e4300,0
004e4320,004e4346,39,FUN_004e4320,0
004e4350,004e4370,33,FUN_004e4350,0
004e4380,004e43a5,38,FUN_004e4380,0
004e43b0,004e4436,135,FUN_004e43b0,0
004e4440,004e444d,14,FUN_004e4440,0
004e4450,004e44de,143,RwFrameAddChild,0
004e45b0,004e464f,160,RwFrameRemoveChild,0
004e47b0,004e47f6,71,FUN_004e47b0,0
004e4800,004e480d,14,FUN_004e4800,0
004e4810,004e4856,71,RpWorldAddLight,0
004e4860,004e48d6,119,RpWorldRemoveLight,0
004e48e0,004e48ff,32,FUN_004e48e0,0
004e4900,004e494c,77,FUN_004e4900,0
004e4b90,004e4bc6,55,RpLightSetConeAngle,0
004e4bd0,004e4bf6,39,FUN_004e4bd0,0
004e4c00,004e4c21,34,FUN_004e4c00,0
004e4c30,004e4d81,338,RpLightStreamRead,0
004e4d90,004e4dc5,54,FUN_004e4d90,0
004e4dd0,004e4e5f,144,RpLightCreate,0
004e4ec0,004e4ef0,49,RpLightDestroy,0
004e4f70,004e5014,165,RwFrameDestroy,0
004e5020,004e518b,364,RwFrameDestroyHierarchy,0
004e5190,004e51d7,72,FUN_004e5190,0
004e51e0,004e527b,156,FUN_004e51e0,0
004e5280,004e52f9,122,FUN_004e5280,0
004e5300,004e55c5,710,RpWorldInstance,0
004e55d0,004e5650,129,FUN_004e55d0,0
004e5660,004e567e,31,RwEngineForAllPlugins,0
004e5680,004e56f5,118,FUN_004e5680,0
004e5700,004e581f,288,RpWorldDestroy,0
004e5820,004e5834,21,FUN_004e5820,0
004e5840,004e5847,8,FUN_004e5840,0
004e5850,004e5bea,923,RpWorldCreate,0
004e5bf0,004e5c28,57,FUN_004e5bf0,0
004e5c30,004e5c6d,62,RpWorldForAllAtomics,0
004e5c70,004e5cc8,89,RpWorldForAllWorldSectors,0
004e5cd0,004e5cf6,39,FUN_004e5cd0,0
004e5d00,004e5d21,34,FUN_004e5d00,0
004e5d30,004e5e1c,237,FUN_004e5d30,0
004e5ef0,004e5f2b,60,FUN_004e5ef0,0
004e5f30,004e5f6d,62,FUN_004e5f30,0
004e5f90,004e5fbe,47,FUN_004e5f90,0
004e5fc0,004e60fd,318,FUN_004e5fc0,0
004e6100,004e6246,327,RpAtomicGetWorldBoundingSphere,0
004e62f0,004e6463,372,FUN_004e62f0,0
004e6470,004e64e9,122,RpAtomicDestroy,0
004e65c0,004e660a,75,FUN_004e65c0,0
004e6650,004e667a,43,FUN_004e6650,0
004e6680,004e66c0,65,FUN_004e6680,0
004e66d0,004e6708,57,RpClumpForAllAtomics,0
004e6710,004e6752,67,FUN_004e6710,0
004e6760,004e67a2,67,RpClumpForAllLights,0
004e67b0,004e6878,201,RpAtomicCreate,0
004e6880,004e689f,32,FUN_004e6880,0
004e68a0,004e691b,124,FUN_004e68a0,0
004e6920,004e699e,127,FUN_004e6920,0
004e69a0,004e6aa1,258,FUN_004e69a0,0
004e6ab0,004e6cff,592,FUN_004e6ab0,0
004e6d00,004e6d33,52,FUN_004e6d00,0
004e6d80,004e6df0,113,FUN_004e6d80,0
004e6e00,004e6f78,377,RpClumpDestroy,0
004e6f80,004e6fa4,37,FUN_004e6f80,0
004e6fb0,004e6fd0,33,FUN_004e6fb0,0
004e6fe0,004e700b,44,FUN_004e6fe0,0
004e7010,004e7055,70,FUN_004e7010,0
004e7060,004e7417,952,RpAtomicStreamRead,0
004e7420,004e7cbe,2207,RpClumpStreamRead,0
004e7cc0,004e7d3b,124,FUN_004e7cc0,0
004e7d40,004e7d66,39,RpAtomicRegisterPlugin,0
004e7d70,004e7d96,39,RpClumpRegisterPlugin,0
004e7da0,004e7dc1,34,FUN_004e7da0,0
004e7dd0,004e7de7,24,FUN_004e7dd0,0
004e7df0,004e7e07,24,FUN_004e7df0,0
004e7e10,004e7e22,19,FUN_004e7e10,0
004e7e30,004e7e4e,31,FUN_004e7e30,0
004e7e50,004e7e8b,60,FUN_004e7e50,0
004e7e90,004e7ecd,62,FUN_004e7e90,0
004e7fa0,004e8022,131,FUN_004e7fa0,0
004e8030,004e808d,94,FUN_004e8030,0
004e8090,004e80b6,39,FUN_004e8090,0
004e80c0,004e80e6,39,FUN_004e80c0,0
004e80f0,004e8111,34,FUN_004e80f0,0
004e8120,004e83f3,724,FUN_004e8120,0
004e8400,004e8433,52,FUN_004e8400,0
004e8440,004e8531,242,FUN_004e8440,0
004e8640,004e874c,269,FUN_004e8640,0
004e8750,004e890a,443,FUN_004e8750,0
004e8910,004e8932,35,FUN_004e8910,0
004e8940,004e8991,82,FUN_004e8940,0
004e89a0,004e89dd,62,FUN_004e89a0,0
004e89e0,004e8a0b,44,FUN_004e89e0,0
004e8a10,004e8c62,595,FUN_004e8a10,0
004e8c70,004e8e8e,543,FUN_004e8c70,0
004e8e90,004e8e98,9,FUN_004e8e90,0
004e8ea0,004e8f44,165,FUN_004e8ea0,0
004e8f50,004e8f76,39,FUN_004e8f50,0
004e8f80,004e8fa1,34,FUN_004e8f80,0
004e8fb0,004e8fc7,24,FUN_004e8fb0,0
004e8fd0,004e9002,51,FUN_004e8fd0,0
004e9010,004e907f,112,FUN_004e9010,0
004e9080,004e932e,687,FUN_004e9080,0
004e9330,004e9846,1303,FUN_004e9330,0
004e9850,004e98c4,117,FUN_004e9850,0
004e98d0,004e990b,60,FUN_004e98d0,0
004e9910,004e994b,60,FUN_004e9910,0
004e9950,004e998d,62,FUN_004e9950,0
004e99b0,004e9e33,1156,FUN_004e99b0,0
004e9e40,004ea213,980,FUN_004e9e40,0
004ea220,004ea4b6,663,FUN_004ea220,0
004ea9a0,004eb31d,2430,FUN_004ea9a0,0
004eb3c0,004eb3c5,6,FUN_004eb3c0,0
004eb9d0,004eb9d5,6,FUN_004eb9d0,0
004eb9e0,004eba34,85,FUN_004eb9e0,0
004eba40,004eba60,33,FUN_004eba40,0
004ebb00,004ebc27,296,FUN_004ebb00,0
004ebc30,004ebcf3,196,FUN_004ebc30,0
004ec130,004ec180,81,FUN_004ec130,0
004ec720,004ec72d,14,FUN_004ec720,0
004ec730,004ec739,10,FUN_004ec730,0
004ec740,004ec74e,15,FUN_004ec740,0
004ec750,004ec75a,11,FUN_004ec750,0
004ec760,004ec78f,48,FUN_004ec760,0
004ec79d,004ec82b,143,FUN_004ec79d,0
004ec839,004ec8dd,165,FUN_004ec839,0
004ec8eb,004ec914,42,FUN_004ec8eb,0
004ec915,004ec9a2,142,FUN_004ec915,0
004ec9a3,004ec9cc,42,FUN_004ec9a3,0
004ec9cd,004eca7b,175,FUN_004ec9cd,0
004eca7c,004ecaaa,47,FUN_004eca7c,0
004ecaab,004ecaed,67,FUN_004ecaab,0
004ecaee,004ecafa,13,FUN_004ecaee,0
004ecafb,004ecb00,6,thunk_FUN_004ecaee,1
004ecb12,004ecb1e,13,FUN_004ecb12,0
004ecb1f,004ecb24,6,thunk_FUN_004ecb12,1
004ecb36,004ecb42,13,FUN_004ecb36,0
004ecb43,004ecb48,6,thunk_FUN_004ecb36,1
004ecb5a,004ecb66,13,FUN_004ecb5a,0
